Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'DRREDDY.NS')","('High', 'DRREDDY.NS')","('Low', 'DRREDDY.NS')","('Open', 'DRREDDY.NS')","('Volume', 'DRREDDY.NS')","('Date', '')","('Close', 'DRREDDY.NS')","('High', 'DRREDDY.NS')","('Low', 'DRREDDY.NS')","('Open', 'DRREDDY.NS')","('Volume', 'DRREDDY.NS')"
2021-02-01,827.4170532226562,885.3099975585938,981.989990234375,875.4000244140625,912.010009765625,153630360.0,,,,,,,,,,,,
2021-03-01,844.13720703125,903.2000122070312,916.6699829101562,827.0,889.0,95846745.0,,,,,,,,,,,,
2021-04-01,965.0940551757812,1032.6199951171875,1058.0,884.780029296875,910.0,152668490.0,,,,,,,,,,,,
2021-05-01,992.393798828125,1061.8299560546875,1079.6800537109375,1010.8699951171876,1038.7900390625,103353940.0,,,,,,,,,,,,
2021-06-01,1013.6842041015624,1084.6099853515625,1103.0,1030.02001953125,1061.0,64725925.0,,,,,,,,,,,,
2021-07-01,880.6242065429688,942.239990234375,1122.9200439453125,932.0,1085.199951171875,89412055.0,,,,,,,,,,,,
2021-08-01,899.8635864257812,940.8099975585938,971.77001953125,889.1400146484375,947.7999877929688,63641065.0,,,,,,,,,,,,
2021-09-01,933.656005859375,976.1400146484376,999.2999877929688,937.4000244140624,947.7999877929688,47653715.0,,,,,,,,,,,,
2021-10-01,891.2839965820312,931.8400268554688,1015.4000244140624,905.2100219726562,970.5999755859376,47017995.0,,,,,,,,,,,,
2021-11-01,894.4690551757812,935.1699829101562,980.2000122070312,910.2999877929688,937.0,38618395.0,,,,,,,,,,,,
2021-12-01,938.6870727539062,981.4000244140624,986.2100219726562,888.260009765625,939.2000122070312,38391425.0,,,,,,,,,,,,
2022-01-01,823.1062622070312,860.5599975585938,986.0599975585938,835.0900268554688,981.4000244140624,45187670.0,,,,,,,,,,,,
2022-02-01,777.3101806640625,812.6799926757812,887.3900146484375,809.989990234375,864.0,38863360.0,,,,,,,,,,,,
2022-03-01,821.7002563476562,859.0900268554688,877.5,730.7999877929688,812.6799926757812,88815830.0,,,,,,,,,,,,
2022-04-01,790.4234619140625,826.3900146484375,895.530029296875,812.2000122070312,859.0,33901690.0,,,,,,,,,,,,
2022-05-01,835.8944091796875,873.9299926757812,885.3499755859375,757.969970703125,824.4299926757812,56926430.0,,,,,,,,,,,,
2022-06-01,840.51416015625,878.760009765625,883.0,813.2100219726562,870.0,44506160.0,,,,,,,,,,,,
2022-07-01,782.4655151367188,818.0700073242188,922.760009765625,811.1199951171875,877.0,55521885.0,,,,,,,,,,,,
2022-08-01,817.6258544921875,849.010009765625,865.97998046875,808.0,827.9600219726562,40716900.0,,,,,,,,,,,,
2022-09-01,835.0856323242188,867.1400146484375,881.4000244140625,799.4000244140625,843.2000122070312,44260950.0,,,,,,,,,,,,
2022-10-01,853.9611206054688,886.739990234375,925.0,843.010009765625,863.0,35827835.0,,,,,,,,,,,,
2022-11-01,864.2559204101562,897.4299926757812,929.0,863.0,887.0499877929688,51632745.0,,,,,,,,,,,,
2022-12-01,816.1812744140625,847.510009765625,906.4000244140624,840.2000122070312,901.9199829101562,51994360.0,,,,,,,,,,,,
2023-01-01,832.861083984375,864.8300170898438,878.989990234375,835.02001953125,851.75,28065995.0,,,,,,,,,,,,
2023-02-01,831.4068603515625,863.3200073242188,912.7999877929688,857.0,868.2000122070312,30514980.0,,,,,,,,,,,,
2023-03-01,890.3734130859375,924.5499877929688,931.2999877929688,859.4000244140625,863.2899780273438,36728235.0,,,,,,,,,,,,
2023-04-01,949.5230102539062,985.969970703125,988.0,919.6199951171876,929.7899780273438,30028915.0,,,,,,,,,,,,
2023-05-01,866.9332275390625,900.2100219726562,997.7999877929688,876.8099975585938,985.969970703125,51178285.0,,,,,,,,,,,,
2023-06-01,993.7744750976562,1031.9200439453125,1034.989990234375,900.2100219726562,901.969970703125,43682855.0,,,,,,,,,,,,
2023-07-01,1086.389404296875,1128.0899658203125,1132.0799560546875,1015.25,1031.9200439453125,47688345.0,,,,,,,,,,,,
2023-08-01,1088.55712890625,1121.5699462890625,1197.93994140625,1118.0,1127.969970703125,69024280.0,,,,,,,,,,,,
2023-09-01,1084.5098876953125,1117.4000244140625,1168.5699462890625,1082.199951171875,1126.0,38009180.0,,,,,,,,,,,,
2023-10-01,1041.9117431640625,1073.510009765625,1138.949951171875,1041.1099853515625,1117.4000244140625,38345630.0,,,,,,,,,,,,
2023-11-01,1123.5557861328125,1157.6300048828125,1160.0,1049.4200439453125,1077.0,41261375.0,,,,,,,,,,,,
2023-12-01,1125.4482421875,1159.5799560546875,1178.1600341796875,1074.0,1160.0,53095590.0,,,,,,,,,,,,
2024-01-01,1188.1954345703125,1224.22998046875,1227.5,1104.1300048828125,1160.0,45618785.0,,,,,,,,,,,,
2024-02-01,1247.031005859375,1284.8499755859375,1301.1800537109375,1190.02001953125,1217.8900146484375,42529385.0,,,,,,,,,,,,
2024-03-01,1195.3289794921875,1231.5799560546875,1294.5999755859375,1204.6400146484375,1289.800048828125,29461400.0,,,,,,,,,,,,
2024-04-01,1204.3359375,1240.8599853515625,1265.0,1176.1600341796875,1243.0,35707695.0,,,,,,,,,,,,
2024-05-01,1124.27392578125,1158.3699951171875,1283.97998046875,1141.800048828125,1240.8599853515625,57156765.0,,,,,,,,,,,,
2024-06-01,1242.780029296875,1280.469970703125,1284.0,1120.0,1187.5799560546875,60723295.0,,,,,,,,,,,,
2024-07-01,1310.3604736328125,1350.0999755859375,1393.199951171875,1256.8499755859375,1286.0,44872265.0,,,,,,,,,,,,
2024-08-01,1406.27001953125,1406.27001953125,1421.489990234375,1351.6300048828125,1359.0999755859375,35625285.0,,,,,,,,,,,,
2024-09-01,1350.3199462890625,1350.3199462890625,1414.989990234375,1296.5,1409.93994140625,42813120.0,,,,,,,,,,,,
2024-10-01,1274.199951171875,1274.199951171875,1359.0,1228.800048828125,1350.3199462890625,34866441.0,,,,,,,,,,,,
2024-11-01,1202.300048828125,1202.300048828125,1321.9000244140625,1170.199951171875,1280.0,34251380.0,,,,,,,,,,,,
2024-12-01,1388.5,1388.5,1398.25,1202.300048828125,1214.25,55928849.0,,,,,,,,,,,,
2025-01-01,1296.25,1296.25,1405.9000244140625,1285.6500244140625,1388.449951171875,26231918.0,,,,,,,,,,,,
