Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'HEROMOTOCO.NS')","('High', 'HEROMOTOCO.NS')","('Low', 'HEROMOTOCO.NS')","('Open', 'HEROMOTOCO.NS')","('Volume', 'HEROMOTOCO.NS')","('Date', '')","('Close', 'HEROMOTOCO.NS')","('High', 'HEROMOTOCO.NS')","('Low', 'HEROMOTOCO.NS')","('Open', 'HEROMOTOCO.NS')","('Volume', 'HEROMOTOCO.NS')"
2023-07-01,3128.105712890625,3203.699951171875,3230.0,2862.39990234375,2875.0,19526816.0,,,,,,,,,,,,
2023-08-01,2879.18017578125,2915.949951171875,3244.0,2890.0,3224.949951171875,18184882.0,,,,,,,,,,,,
2023-09-01,3018.698486328125,3057.25,3132.85009765625,2908.0,2932.949951171875,8930951.0,,,,,,,,,,,,
2023-10-01,3049.40625,3088.35009765625,3275.0,2923.949951171875,3057.25,10476471.0,,,,,,,,,,,,
2023-11-01,3770.89208984375,3819.050048828125,3884.5,3041.5,3095.949951171875,17677873.0,,,,,,,,,,,,
2023-12-01,4087.35009765625,4139.5498046875,4193.39990234375,3683.0,3860.0,15939842.0,,,,,,,,,,,,
2024-01-01,4563.2724609375,4621.5498046875,4662.0,3929.85009765625,4139.5498046875,15418481.0,,,,,,,,,,,,
2024-02-01,4370.68212890625,4426.5,4949.0498046875,4349.0498046875,4621.7001953125,16748549.0,,,,,,,,,,,,
2024-03-01,4687.88330078125,4722.2998046875,4750.0,4445.2001953125,4459.89990234375,11112711.0,,,,,,,,,,,,
2024-04-01,4509.93994140625,4543.0498046875,4779.75,4168.14990234375,4740.0,15270323.0,,,,,,,,,,,,
2024-05-01,5082.2880859375,5119.60009765625,5225.0,4414.64990234375,4543.0498046875,18934492.0,,,,,,,,,,,,
2024-06-01,5538.935546875,5579.60009765625,5894.5498046875,4920.25,5280.0,16790272.0,,,,,,,,,,,,
2024-07-01,5448.4501953125,5488.4501953125,5728.2998046875,5329.7001953125,5595.0,11989563.0,,,,,,,,,,,,
2024-08-01,5415.640625,5455.39990234375,5518.0,4991.0,5487.4501953125,15643679.0,,,,,,,,,,,,
2024-09-01,5712.39990234375,5712.39990234375,6246.25,5517.0,5535.0,16659432.0,,,,,,,,,,,,
2024-10-01,4989.5498046875,4989.5498046875,5794.0,4740.10009765625,5712.39990234375,15028315.0,,,,,,,,,,,,
2024-11-01,4761.7001953125,4761.7001953125,5127.5,4467.0,5039.7001953125,13191437.0,,,,,,,,,,,,
2024-12-01,4160.60009765625,4160.60009765625,4784.0,4150.0,4733.5,14721548.0,,,,,,,,,,,,
2025-01-01,4055.699951171875,4055.699951171875,4322.14990234375,3997.5,4174.7998046875,7707218.0,,,,,,,,,,,,
