Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'COLPAL.NS')","('High', 'COLPAL.NS')","('Low', 'COLPAL.NS')","('Open', 'COLPAL.NS')","('Volume', 'COLPAL.NS')","('Date', '')","('Close', 'COLPAL.NS')","('High', 'COLPAL.NS')","('Low', 'COLPAL.NS')","('Open', 'COLPAL.NS')","('Volume', 'COLPAL.NS')"
2021-06-01,1560.03515625,1685.800048828125,1739.949951171875,1658.0999755859375,1720.449951171875,9066364.0,,,,,,,,,,,,
2021-07-01,1577.24755859375,1704.4000244140625,1823.4000244140625,1670.0,1702.0,10435178.0,,,,,,,,,,,,
2021-08-01,1566.9757080078125,1693.300048828125,1716.0,1626.300048828125,1705.0,13622777.0,,,,,,,,,,,,
2021-09-01,1544.951171875,1669.5,1753.4000244140625,1660.1500244140625,1696.4000244140625,9878677.0,,,,,,,,,,,,
2021-10-01,1427.518310546875,1542.5999755859375,1724.0999755859375,1501.0,1669.5999755859375,8365747.0,,,,,,,,,,,,
2021-11-01,1327.343994140625,1434.3499755859375,1555.0,1414.0,1530.0,10619690.0,,,,,,,,,,,,
2021-12-01,1387.8858642578125,1481.300048828125,1484.9000244140625,1392.8499755859375,1445.949951171875,10665075.0,,,,,,,,,,,,
2022-01-01,1334.667724609375,1424.5,1491.949951171875,1375.5999755859375,1482.0,7509786.0,,,,,,,,,,,,
2022-02-01,1358.9344482421875,1450.4000244140625,1477.800048828125,1390.0,1424.9000244140625,6452306.0,,,,,,,,,,,,
2022-03-01,1444.9921875,1542.25,1559.949951171875,1388.0,1450.4000244140625,8664981.0,,,,,,,,,,,,
2022-04-01,1550.2103271484375,1654.550048828125,1667.0,1486.0,1540.0,6748073.0,,,,,,,,,,,,
2022-05-01,1524.5849609375,1627.199951171875,1672.0,1542.1500244140625,1660.0,7559812.0,,,,,,,,,,,,
2022-06-01,1411.4183349609375,1486.8499755859375,1649.699951171875,1470.0,1628.199951171875,5627545.0,,,,,,,,,,,,
2022-07-01,1506.0601806640625,1586.550048828125,1622.800048828125,1484.3499755859375,1488.800048828125,6649285.0,,,,,,,,,,,,
2022-08-01,1589.97509765625,1674.949951171875,1679.9000244140625,1547.050048828125,1590.0,7419582.0,,,,,,,,,,,,
2022-09-01,1546.7362060546875,1629.4000244140625,1695.949951171875,1553.0,1653.050048828125,5585163.0,,,,,,,,,,,,
2022-10-01,1548.967041015625,1631.75,1646.9000244140625,1532.0,1626.550048828125,4581998.0,,,,,,,,,,,,
2022-11-01,1566.706298828125,1632.1500244140625,1646.0,1555.0,1638.0,6007403.0,,,,,,,,,,,,
2022-12-01,1474.6995849609375,1536.300048828125,1669.949951171875,1532.050048828125,1643.0,9731692.0,,,,,,,,,,,,
2023-01-01,1394.7877197265625,1453.050048828125,1543.0999755859375,1434.5999755859375,1538.0,7190651.0,,,,,,,,,,,,
2023-02-01,1414.417724609375,1473.5,1482.0,1436.0999755859375,1460.0,5492149.0,,,,,,,,,,,,
2023-03-01,1446.910400390625,1507.3499755859375,1528.9000244140625,1472.25,1479.0,5647403.0,,,,,,,,,,,,
2023-04-01,1531.141845703125,1595.0999755859375,1598.0,1497.050048828125,1509.75,4000337.0,,,,,,,,,,,,
2023-05-01,1527.63818359375,1591.449951171875,1714.449951171875,1560.0,1595.0999755859375,9417264.0,,,,,,,,,,,,
2023-06-01,1641.488525390625,1688.0999755859375,1705.0,1593.3499755859375,1601.949951171875,6943436.0,,,,,,,,,,,,
2023-07-01,1963.6407470703125,2019.4000244140625,2062.10009765625,1660.0,1688.0999755859375,15157485.0,,,,,,,,,,,,
2023-08-01,1888.426513671875,1942.050048828125,2051.449951171875,1909.0,2018.0,12129663.0,,,,,,,,,,,,
2023-09-01,1950.17333984375,2005.550048828125,2096.0,1914.0,1942.050048828125,10228285.0,,,,,,,,,,,,
2023-10-01,2055.434326171875,2113.800048828125,2129.39990234375,1969.1500244140625,2005.550048828125,10000663.0,,,,,,,,,,,,
2023-11-01,2135.558837890625,2196.199951171875,2222.0,2084.60009765625,2113.800048828125,9119405.0,,,,,,,,,,,,
2023-12-01,2485.8310546875,2529.699951171875,2544.0,2187.300048828125,2194.550048828125,6942889.0,,,,,,,,,,,,
2024-01-01,2524.548095703125,2569.10009765625,2580.89990234375,2378.89990234375,2520.0,7874857.0,,,,,,,,,,,,
2024-02-01,2482.932373046875,2526.75,2621.699951171875,2476.25,2569.10009765625,4201624.0,,,,,,,,,,,,
2024-03-01,2663.3486328125,2710.35009765625,2759.5,2505.0,2534.0,5942673.0,,,,,,,,,,,,
2024-04-01,2775.863037109375,2824.85009765625,2873.699951171875,2585.64990234375,2726.60009765625,9195828.0,,,,,,,,,,,,
2024-05-01,2611.267822265625,2657.35009765625,2960.89990234375,2625.0,2824.85009765625,9325433.0,,,,,,,,,,,,
2024-06-01,2820.89453125,2843.14990234375,3069.050048828125,2660.39990234375,2701.050048828125,9104639.0,,,,,,,,,,,,
2024-07-01,3385.39111328125,3412.10009765625,3424.949951171875,2832.199951171875,2840.0,11166184.0,,,,,,,,,,,,
2024-08-01,3611.854248046875,3640.35009765625,3694.89990234375,3302.0,3350.39990234375,9315839.0,,,,,,,,,,,,
2024-09-01,3774.71923828125,3804.5,3890.0,3581.75,3664.449951171875,12569055.0,,,,,,,,,,,,
2024-10-01,3038.527587890625,3062.5,3873.25,3042.35009765625,3803.10009765625,10583150.0,,,,,,,,,,,,
2024-11-01,2867.129638671875,2889.75,3115.0,2668.85009765625,3079.949951171875,10835296.0,,,,,,,,,,,,
2024-12-01,2680.64990234375,2680.64990234375,2957.0,2674.75,2890.0,8603686.0,,,,,,,,,,,,
2025-01-01,2771.550048828125,2771.550048828125,2939.5,2610.14990234375,2693.75,8735267.0,,,,,,,,,,,,
