Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'TATAMOTORS.NS')","('High', 'TATAMOTORS.NS')","('Low', 'TATAMOTORS.NS')","('Open', 'TATAMOTORS.NS')","('Volume', 'TATAMOTORS.NS')","('Date', '')","('Close', 'TATAMOTORS.NS')","('High', 'TATAMOTORS.NS')","('Low', 'TATAMOTORS.NS')","('Open', 'TATAMOTORS.NS')","('Volume', 'TATAMOTORS.NS')"
2022-11-01,436.6871643066406,439.3999938964844,441.2000122070313,409.2000122070313,414.8999938964844,272538198.0,,,,,,,,,,,,
2022-12-01,385.5548706054688,387.9500122070313,443.6000061035156,375.2000122070313,443.0,285898367.0,,,,,,,,,,,,
2023-01-01,449.3087768554688,452.1000061035156,454.7999877929688,381.0,392.5,416341489.0,,,,,,,,,,,,
2023-02-01,418.1026611328125,420.7000122070313,461.5,413.0499877929688,456.7999877929688,199377042.0,,,,,,,,,,,,
2023-03-01,418.2020263671875,420.7999877929688,442.0499877929688,400.4500122070313,421.5,181112839.0,,,,,,,,,,,,
2023-04-01,481.95599365234375,484.9500122070313,488.0,419.5,423.0,214616265.0,,,,,,,,,,,,
2023-05-01,523.0507202148438,526.2999877929688,537.1500244140625,474.5499877929688,484.9500122070313,291541815.0,,,,,,,,,,,,
2023-06-01,591.8731079101562,595.5499877929688,599.0,522.8499755859375,527.5,261017872.0,,,,,,,,,,,,
2023-07-01,640.3221435546875,644.2999877929688,665.4000244140625,584.9500122070312,600.0,261753677.0,,,,,,,,,,,,
2023-08-01,599.1510620117188,601.0,652.9000244140625,593.2999877929688,645.0,275091873.0,,,,,,,,,,,,
2023-09-01,628.26123046875,630.2000122070312,647.0,601.9000244140625,604.2000122070312,182497184.0,,,,,,,,,,,,
2023-10-01,626.7160034179688,628.6500244140625,677.7999877929688,608.2999877929688,630.2000122070312,215850154.0,,,,,,,,,,,,
2023-11-01,704.226806640625,706.4000244140625,717.25,626.2999877929688,630.0,218144440.0,,,,,,,,,,,,
2023-12-01,777.550537109375,779.9500122070312,802.9000244140625,696.25,708.0,214351607.0,,,,,,,,,,,,
2024-01-01,881.4798583984375,884.2000122070312,896.5,776.25,785.0,233552948.0,,,,,,,,,,,,
2024-02-01,947.2767944335938,950.2000122070312,976.0,876.2999877929688,900.0,220831680.0,,,,,,,,,,,,
2024-03-01,989.7457275390624,992.7999877929688,1065.5999755859375,921.2000122070312,958.9500122070312,272969298.0,,,,,,,,,,,,
2024-04-01,1004.79931640625,1007.9000244140624,1029.5,944.0,1000.0,169277676.0,,,,,,,,,,,,
2024-05-01,920.1604614257812,923.0,1050.3499755859375,919.0,1007.9000244140624,307138368.0,,,,,,,,,,,,
2024-06-01,986.705078125,989.75,1010.25,855.4000244140625,963.0,247689731.0,,,,,,,,,,,,
2024-07-01,1156.6500244140625,1156.6500244140625,1179.0,967.2000122070312,989.75,272457360.0,,,,,,,,,,,,
2024-08-01,1111.3499755859375,1111.3499755859375,1176.0,1008.4000244140624,1167.0,284783154.0,,,,,,,,,,,,
2024-09-01,974.6500244140624,974.6500244140624,1105.0,949.2000122070312,1105.0,296458308.0,,,,,,,,,,,,
2024-10-01,834.0499877929688,834.0499877929688,984.5,825.7000122070312,976.9000244140624,274830221.0,,,,,,,,,,,,
2024-11-01,786.4500122070312,786.4500122070312,847.9500122070312,759.2000122070312,847.9500122070312,255661808.0,,,,,,,,,,,,
2024-12-01,740.1500244140625,740.1500244140625,820.3499755859375,717.7000122070312,787.2999877929688,270105598.0,,,,,,,,,,,,
2025-01-01,742.75,742.75,810.0,731.0,740.4500122070312,205136798.0,,,,,,,,,,,,
