Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'MPHASIS.NS')","('High', 'MPHASIS.NS')","('Low', 'MPHASIS.NS')","('Open', 'MPHASIS.NS')","('Volume', 'MPHASIS.NS')","('Date', '')","('Close', 'MPHASIS.NS')","('High', 'MPHASIS.NS')","('Low', 'MPHASIS.NS')","('Open', 'MPHASIS.NS')","('Volume', 'MPHASIS.NS')"
2021-11-01,2702.983154296875,2895.14990234375,3494.800048828125,2825.0,3268.0,22954785.0,,,,,,,,,,,,
2021-12-01,3171.24267578125,3396.699951171875,3419.199951171875,2851.0,2867.800048828125,13246328.0,,,,,,,,,,,,
2022-01-01,2900.304931640625,3106.5,3479.0,2845.25,3392.0,13295911.0,,,,,,,,,,,,
2022-02-01,2902.35888671875,3108.699951171875,3194.949951171875,2863.449951171875,3140.0,8403895.0,,,,,,,,,,,,
2022-03-01,3152.710205078125,3376.85009765625,3465.800048828125,3023.10009765625,3108.699951171875,12375153.0,,,,,,,,,,,,
2022-04-01,2654.4814453125,2843.199951171875,3389.60009765625,2698.050048828125,3375.0,9441653.0,,,,,,,,,,,,
2022-05-01,2421.402099609375,2593.550048828125,2823.0,2262.050048828125,2799.0,9777885.0,,,,,,,,,,,,
2022-06-01,2141.78173828125,2294.050048828125,2700.0,2112.050048828125,2599.0,11760727.0,,,,,,,,,,,,
2022-07-01,2147.150146484375,2299.800048828125,2342.0,2070.5,2279.199951171875,13279303.0,,,,,,,,,,,,
2022-08-01,2031.4346923828125,2130.949951171875,2444.89990234375,2062.050048828125,2330.0,10735110.0,,,,,,,,,,,,
2022-09-01,1990.156982421875,2087.64990234375,2182.0,1981.550048828125,2118.0,11973928.0,,,,,,,,,,,,
2022-10-01,1886.104248046875,1978.5,2153.60009765625,1928.5,2088.050048828125,9895063.0,,,,,,,,,,,,
2022-11-01,1923.044677734375,2017.25,2063.0,1898.0,1988.4000244140625,10937388.0,,,,,,,,,,,,
2022-12-01,1880.6705322265625,1972.800048828125,2176.949951171875,1896.050048828125,2047.0,12024885.0,,,,,,,,,,,,
2023-01-01,1976.00048828125,2072.800048828125,2143.699951171875,1932.6500244140625,1985.0,9794066.0,,,,,,,,,,,,
2023-02-01,1940.3470458984373,2035.4000244140625,2290.0,2021.9000244140625,2085.0,8966793.0,,,,,,,,,,,,
2023-03-01,1711.888671875,1795.75,2154.949951171875,1661.199951171875,2035.0,14190685.0,,,,,,,,,,,,
2023-04-01,1729.71533203125,1814.449951171875,1847.699951171875,1660.050048828125,1812.0,8191021.0,,,,,,,,,,,,
2023-05-01,1855.932373046875,1946.8499755859373,2000.0,1806.5999755859373,1814.449951171875,9220842.0,,,,,,,,,,,,
2023-06-01,1806.5513916015625,1895.050048828125,2040.0,1807.5999755859373,1955.0,10906447.0,,,,,,,,,,,,
2023-07-01,2187.77587890625,2294.949951171875,2350.0,1850.0,1917.0,18622218.0,,,,,,,,,,,,
2023-08-01,2377.431640625,2428.800048828125,2491.0,2183.0,2295.0,12765836.0,,,,,,,,,,,,
2023-09-01,2326.335693359375,2376.60009765625,2552.0,2342.300048828125,2441.550048828125,6820399.0,,,,,,,,,,,,
2023-10-01,2078.490478515625,2123.39990234375,2545.89990234375,2069.10009765625,2376.60009765625,11004694.0,,,,,,,,,,,,
2023-11-01,2304.849609375,2354.64990234375,2394.0,2122.14990234375,2134.60009765625,8349694.0,,,,,,,,,,,,
2023-12-01,2681.804931640625,2739.75,2788.5,2325.550048828125,2366.949951171875,12934295.0,,,,,,,,,,,,
2024-01-01,2543.54248046875,2598.5,2775.0,2480.60009765625,2740.0,11764550.0,,,,,,,,,,,,
2024-02-01,2561.993896484375,2617.35009765625,2837.60009765625,2472.0,2594.0,14888427.0,,,,,,,,,,,,
2024-03-01,2337.54345703125,2388.050048828125,2660.75,2306.0,2621.0,8798286.0,,,,,,,,,,,,
2024-04-01,2265.8916015625,2314.85009765625,2533.949951171875,2208.449951171875,2401.0,10537444.0,,,,,,,,,,,,
2024-05-01,2235.7919921875,2284.10009765625,2481.35009765625,2195.0,2314.85009765625,8055507.0,,,,,,,,,,,,
2024-06-01,2404.5947265625,2456.550048828125,2557.5,2187.0,2368.0,51396771.0,,,,,,,,,,,,
2024-07-01,2831.32421875,2892.5,3080.949951171875,2457.800048828125,2481.0,28083038.0,,,,,,,,,,,,
2024-08-01,3104.949951171875,3104.949951171875,3153.0,2589.35009765625,2904.60009765625,14946217.0,,,,,,,,,,,,
2024-09-01,3010.39990234375,3010.39990234375,3187.800048828125,2918.550048828125,3104.949951171875,13055323.0,,,,,,,,,,,,
2024-10-01,2879.550048828125,2879.550048828125,3144.75,2836.60009765625,3034.800048828125,21246148.0,,,,,,,,,,,,
2024-11-01,2974.550048828125,2974.550048828125,3047.85009765625,2751.050048828125,2885.0,12023124.0,,,,,,,,,,,,
2024-12-01,2847.199951171875,2847.199951171875,3237.949951171875,2812.5,2974.949951171875,9756722.0,,,,,,,,,,,,
2025-01-01,2808.949951171875,2808.949951171875,2960.199951171875,2736.5,2859.449951171875,7019215.0,,,,,,,,,,,,
