Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'M&M.NS')","('High', 'M&M.NS')","('Low', 'M&M.NS')","('Open', 'M&M.NS')","('Volume', 'M&M.NS')","('Date', '')","('Close', 'M&M.NS')","('High', 'M&M.NS')","('Low', 'M&M.NS')","('Open', 'M&M.NS')","('Volume', 'M&M.NS')"
2022-12-01,1214.5631103515625,1249.199951171875,1316.949951171875,1208.0,1315.0,41164680.0,,,,,,,,,,,,
2023-01-01,1340.52099609375,1378.75,1385.5,1231.0,1251.0,45268804.0,,,,,,,,,,,,
2023-02-01,1234.3974609375,1269.5999755859375,1397.0,1248.4000244140625,1386.550048828125,45641523.0,,,,,,,,,,,,
2023-03-01,1126.572265625,1158.699951171875,1305.550048828125,1123.4000244140625,1275.949951171875,55969591.0,,,,,,,,,,,,
2023-04-01,1192.88134765625,1226.9000244140625,1228.75,1148.300048828125,1161.300048828125,35744868.0,,,,,,,,,,,,
2023-05-01,1282.4276123046875,1319.0,1350.0,1208.050048828125,1226.9000244140625,57506479.0,,,,,,,,,,,,
2023-06-01,1413.2955322265625,1453.5999755859375,1461.0,1312.800048828125,1319.0,45760011.0,,,,,,,,,,,,
2023-07-01,1434.2965087890625,1475.199951171875,1594.800048828125,1438.3499755859375,1470.0,61884467.0,,,,,,,,,,,,
2023-08-01,1563.94873046875,1575.4000244140625,1590.0,1415.75,1475.199951171875,66425143.0,,,,,,,,,,,,
2023-09-01,1542.952392578125,1554.25,1670.0,1513.050048828125,1577.0,55245309.0,,,,,,,,,,,,
2023-10-01,1447.9976806640625,1458.5999755859375,1598.0,1455.550048828125,1554.25,42999563.0,,,,,,,,,,,,
2023-11-01,1635.772705078125,1647.75,1660.0,1450.0,1464.9000244140625,52030922.0,,,,,,,,,,,,
2023-12-01,1716.8292236328125,1729.4000244140625,1758.0,1620.4000244140625,1656.0,49762967.0,,,,,,,,,,,,
2024-01-01,1639.545166015625,1651.550048828125,1730.0,1575.0,1729.4000244140625,49426330.0,,,,,,,,,,,,
2024-02-01,1918.353759765625,1932.4000244140625,1956.949951171875,1623.449951171875,1659.25,72100999.0,,,,,,,,,,,,
2024-03-01,1907.384033203125,1921.3499755859373,1982.300048828125,1788.800048828125,1933.5999755859373,70920889.0,,,,,,,,,,,,
2024-04-01,2140.676025390625,2156.35009765625,2169.0,1891.800048828125,1938.0,60083685.0,,,,,,,,,,,,
2024-05-01,2488.032470703125,2506.25,2617.39990234375,2156.35009765625,2156.35009765625,80648628.0,,,,,,,,,,,,
2024-06-01,2845.812744140625,2866.64990234375,3013.5,2448.199951171875,2575.050048828125,75831376.0,,,,,,,,,,,,
2024-07-01,2886.663818359375,2907.800048828125,2979.60009765625,2687.14990234375,2841.0,64736746.0,,,,,,,,,,,,
2024-08-01,2805.39990234375,2805.39990234375,2926.5,2625.699951171875,2926.5,56249666.0,,,,,,,,,,,,
2024-09-01,3094.89990234375,3094.89990234375,3222.10009765625,2635.60009765625,2848.800048828125,69329456.0,,,,,,,,,,,,
2024-10-01,2728.550048828125,2728.550048828125,3220.300048828125,2669.050048828125,3105.5,81780828.0,,,,,,,,,,,,
2024-11-01,2966.10009765625,2966.10009765625,3149.64990234375,2736.25,2780.0,71587095.0,,,,,,,,,,,,
2024-12-01,3007.10009765625,3007.10009765625,3115.0,2886.35009765625,2984.0,54879085.0,,,,,,,,,,,,
2025-01-01,2826.449951171875,2826.449951171875,3237.050048828125,2805.85009765625,3007.10009765625,41888964.0,,,,,,,,,,,,
