Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'LAURUSLABS.NS')","('High', 'LAURUSLABS.NS')","('Low', 'LAURUSLABS.NS')","('Open', 'LAURUSLABS.NS')","('Volume', 'LAURUSLABS.NS')","('Date', '')","('Close', 'LAURUSLABS.NS')","('High', 'LAURUSLABS.NS')","('Low', 'LAURUSLABS.NS')","('Open', 'LAURUSLABS.NS')","('Volume', 'LAURUSLABS.NS')"
2022-04-01,577.3412475585938,583.3499755859375,626.2999877929688,555.2999877929688,590.0,33999143.0,,,,,,,,,,,,
2022-05-01,561.6051635742188,567.4500122070312,601.9500122070312,513.25,582.0,25045838.0,,,,,,,,,,,,
2022-06-01,460.9328308105469,464.7000122070313,572.4500122070312,436.7999877929688,565.0,25668910.0,,,,,,,,,,,,
2022-07-01,518.462646484375,522.7000122070312,539.0,459.5,464.0,37527765.0,,,,,,,,,,,,
2022-08-01,574.3558349609375,579.0499877929688,605.5,517.2000122070312,525.0999755859375,30067964.0,,,,,,,,,,,,
2022-09-01,508.84130859375,513.0,581.8499755859375,489.9500122070313,575.6500244140625,21468859.0,,,,,,,,,,,,
2022-10-01,450.8651123046875,454.5499877929688,533.5,443.0,510.0,34298711.0,,,,,,,,,,,,
2022-11-01,414.0658874511719,417.4500122070313,480.0,405.2000122070313,457.0,39405625.0,,,,,,,,,,,,
2022-12-01,372.8327331542969,375.25,426.7000122070313,368.6499938964844,419.9500122070313,49147383.0,,,,,,,,,,,,
2023-01-01,328.1722717285156,330.29998779296875,386.0,324.04998779296875,376.9500122070313,30539932.0,,,,,,,,,,,,
2023-02-01,312.3250427246094,314.3500061035156,347.79998779296875,309.6000061035156,330.3999938964844,20225354.0,,,,,,,,,,,,
2023-03-01,291.0629272460937,292.95001220703125,322.75,286.0,314.3500061035156,28307663.0,,,,,,,,,,,,
2023-04-01,305.6185607910156,307.6000061035156,328.8999938964844,278.8500061035156,295.04998779296875,74206260.0,,,,,,,,,,,,
2023-05-01,328.5697021484375,330.70001220703125,341.04998779296875,299.29998779296875,307.6000061035156,58907338.0,,,,,,,,,,,,
2023-06-01,365.60107421875,366.6499938964844,374.9500122070313,325.29998779296875,334.6499938964844,49155143.0,,,,,,,,,,,,
2023-07-01,350.9930114746094,352.0,376.8999938964844,328.1499938964844,368.0,61453085.0,,,,,,,,,,,,
2023-08-01,398.4568176269531,399.6000061035156,418.0,352.0,353.75,66057053.0,,,,,,,,,,,,
2023-09-01,394.2688293457031,395.3999938964844,415.5,377.25,402.0,37041113.0,,,,,,,,,,,,
2023-10-01,360.715087890625,361.75,411.3999938964844,349.3999938964844,395.3999938964844,52676365.0,,,,,,,,,,,,
2023-11-01,379.7604675292969,380.8500061035156,382.8999938964844,356.6499938964844,362.0,25024259.0,,,,,,,,,,,,
2023-12-01,429.4479064941406,430.2000122070313,438.75,373.1000061035156,383.0,51920259.0,,,,,,,,,,,,
2024-01-01,380.6832885742188,381.3500061035156,444.7000122070313,360.8500061035156,431.0,57195049.0,,,,,,,,,,,,
2024-02-01,405.3401184082031,406.0499877929688,413.2999877929688,379.7000122070313,381.3500061035156,31391808.0,,,,,,,,,,,,
2024-03-01,391.6640930175781,392.3500061035156,425.8500061035156,373.1000061035156,408.25,33372760.0,,,,,,,,,,,,
2024-04-01,449.2132873535156,450.0,471.0,393.1000061035156,394.5,63982548.0,,,,,,,,,,,,
2024-05-01,418.2175598144531,418.9500122070313,460.4500122070313,416.2999877929688,450.0,27391293.0,,,,,,,,,,,,
2024-06-01,424.202880859375,424.5499877929688,447.3500061035156,385.4500122070313,425.1000061035156,31220385.0,,,,,,,,,,,,
2024-07-01,463.5207214355469,463.8999938964844,484.2999877929688,414.0,428.8999938964844,70554264.0,,,,,,,,,,,,
2024-08-01,469.7655944824219,470.1499938964844,472.0,417.7000122070313,465.0,47572685.0,,,,,,,,,,,,
2024-09-01,463.2209777832031,463.6000061035156,518.0,455.3999938964844,470.3999938964844,56277842.0,,,,,,,,,,,,
2024-10-01,490.8483581542969,491.25,495.9500122070313,427.0499877929688,462.9500122070313,71574258.0,,,,,,,,,,,,
2024-11-01,566.6863403320312,567.1500244140625,570.0,474.0499877929688,493.2000122070313,49357305.0,,,,,,,,,,,,
2024-12-01,602.7000122070312,602.7000122070312,604.7000122070312,554.0999755859375,564.0,43347308.0,,,,,,,,,,,,
2025-01-01,570.8499755859375,570.8499755859375,619.4000244140625,541.7000122070312,605.0499877929688,27374041.0,,,,,,,,,,,,
