Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'DIXON.NS')","('High', 'DIXON.NS')","('Low', 'DIXON.NS')","('Open', 'DIXON.NS')","('Volume', 'DIXON.NS')","('Date', '')","('Close', 'DIXON.NS')","('High', 'DIXON.NS')","('Low', 'DIXON.NS')","('Open', 'DIXON.NS')","('Volume', 'DIXON.NS')"
2021-06-01,4413.39892578125,4421.0498046875,4682.60009765625,4020.5,4050.0,5475273.0,,,,,,,,,,,,
2021-07-01,4297.150390625,4304.60009765625,4735.0,4205.0,4434.0,4292887.0,,,,,,,,,,,,
2021-08-01,4153.20068359375,4160.39990234375,4418.0,3760.0,4322.0,4787314.0,,,,,,,,,,,,
2021-09-01,4603.91845703125,4611.89990234375,4644.0,3992.64990234375,4160.39990234375,7682392.0,,,,,,,,,,,,
2021-10-01,4986.08251953125,4993.5498046875,6243.60009765625,4545.60009765625,4579.75,15086849.0,,,,,,,,,,,,
2021-11-01,5093.07275390625,5100.7001953125,5724.4501953125,4831.7998046875,4993.0,8141492.0,,,,,,,,,,,,
2021-12-01,5501.31103515625,5509.5498046875,5858.5498046875,5040.5,5100.5,8528928.0,,,,,,,,,,,,
2022-01-01,4400.65966796875,4407.25,5573.10009765625,4117.5,5526.0,7786439.0,,,,,,,,,,,,
2022-02-01,4311.79248046875,4318.25,4659.9501953125,3936.949951171875,4510.0,7041386.0,,,,,,,,,,,,
2022-03-01,4302.3564453125,4308.7998046875,4545.0,3937.0,4318.25,6374971.0,,,,,,,,,,,,
2022-04-01,4389.67578125,4396.25,4690.0,4143.5,4332.35009765625,4246682.0,,,,,,,,,,,,
2022-05-01,3852.9296875,3858.699951171875,4267.64990234375,3180.550048828125,4211.0,13003405.0,,,,,,,,,,,,
2022-06-01,3569.654296875,3575.0,3994.300048828125,3250.25,3885.10009765625,6959823.0,,,,,,,,,,,,
2022-07-01,3694.367431640625,3699.89990234375,4019.5,3508.0,3575.0,6195396.0,,,,,,,,,,,,
2022-08-01,4097.5634765625,4103.7001953125,4174.5498046875,3696.89990234375,3720.0,6726001.0,,,,,,,,,,,,
2022-09-01,4367.333984375,4371.60009765625,4670.0,4006.050048828125,4097.5,7788071.0,,,,,,,,,,,,
2022-10-01,4512.19287109375,4516.60009765625,4525.0,4185.5498046875,4374.0,3343382.0,,,,,,,,,,,,
2022-11-01,4247.7509765625,4251.89990234375,4664.9501953125,4207.0,4530.0,3171230.0,,,,,,,,,,,,
2022-12-01,3900.7900390625,3904.60009765625,4414.89990234375,3671.699951171875,4273.14990234375,3726769.0,,,,,,,,,,,,
2023-01-01,2678.93359375,2681.550048828125,3960.0,2553.0,3927.0,10122063.0,,,,,,,,,,,,
2023-02-01,2887.8291015625,2890.64990234375,2904.0,2581.199951171875,2724.0,8865063.0,,,,,,,,,,,,
2023-03-01,2858.5078125,2861.300048828125,3052.800048828125,2754.050048828125,2892.0,6287434.0,,,,,,,,,,,,
2023-04-01,2912.455078125,2915.300048828125,3110.0,2820.0,2879.949951171875,5515765.0,,,,,,,,,,,,
2023-05-01,3874.965087890625,3878.75,3900.0,2842.85009765625,2915.300048828125,15165866.0,,,,,,,,,,,,
2023-06-01,4384.31787109375,4388.60009765625,4730.0,3845.550048828125,3893.050048828125,17412642.0,,,,,,,,,,,,
2023-07-01,4117.9775390625,4122.0,4443.7001953125,3953.0,4410.0498046875,7878789.0,,,,,,,,,,,,
2023-08-01,4998.9677734375,5003.85009765625,5068.89990234375,4065.0,4142.0,20504187.0,,,,,,,,,,,,
2023-09-01,5284.0888671875,5289.25,5378.85009765625,4733.4501953125,5009.64990234375,9029156.0,,,,,,,,,,,,
2023-10-01,5099.77685546875,5101.60009765625,5607.10009765625,5028.0,5289.25,8903070.0,,,,,,,,,,,,
2023-11-01,5508.630859375,5510.60009765625,5591.5,5100.9501953125,5125.0,6366000.0,,,,,,,,,,,,
2023-12-01,6564.4033203125,6566.75,6765.0,5514.0,5530.0,16262350.0,,,,,,,,,,,,
2024-01-01,5988.958984375,5991.10009765625,6600.0,5782.85009765625,6560.0,7253469.0,,,,,,,,,,,,
2024-02-01,6681.46142578125,6683.85009765625,7048.0,6051.10009765625,6161.0,8792315.0,,,,,,,,,,,,
2024-03-01,7476.5771484375,7479.25,7580.0,6503.5,6719.0,5043912.0,,,,,,,,,,,,
2024-04-01,8338.7685546875,8341.75,8655.0,7198.35009765625,7520.0,7999009.0,,,,,,,,,,,,
2024-05-01,9392.9912109375,9396.349609375,9488.2001953125,7932.5498046875,8341.75,10650938.0,,,,,,,,,,,,
2024-06-01,11967.021484375,11971.2998046875,12149.0,8453.0,9639.900390625,9560504.0,,,,,,,,,,,,
2024-07-01,12102.123046875,12106.4501953125,12879.0,10620.0,12099.0,10978854.0,,,,,,,,,,,,
2024-08-01,13166.2431640625,13170.9501953125,13639.7998046875,10950.0498046875,12199.9501953125,14768351.0,,,,,,,,,,,,
2024-09-01,13798.017578125,13802.9501953125,14498.0,12022.0,13160.0,11600224.0,,,,,,,,,,,,
2024-10-01,14061.599609375,14061.599609375,15900.0,13062.2998046875,13855.0,14540653.0,,,,,,,,,,,,
2024-11-01,15807.400390625,15807.400390625,15987.9501953125,13711.0498046875,14140.0,10626762.0,,,,,,,,,,,,
2024-12-01,17936.30078125,17936.30078125,19148.900390625,16020.0,16025.0,10041110.0,,,,,,,,,,,,
2025-01-01,14714.5,14714.5,18700.0,14280.0,17934.05078125,8776355.0,,,,,,,,,,,,
