Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'APOLLOTYRE.NS')","('High', 'APOLLOTYRE.NS')","('Low', 'APOLLOTYRE.NS')","('Open', 'APOLLOTYRE.NS')","('Volume', 'APOLLOTYRE.NS')","('Date', '')","('Close', 'APOLLOTYRE.NS')","('High', 'APOLLOTYRE.NS')","('Low', 'APOLLOTYRE.NS')","('Open', 'APOLLOTYRE.NS')","('Volume', 'APOLLOTYRE.NS')"
2023-03-01,313.28839111328125,319.8999938964844,324.8500061035156,303.3500061035156,314.0,33700143.0,,,,,,,,,,,,
2023-04-01,339.7303771972656,346.8999938964844,353.29998779296875,315.0,319.8500061035156,31180346.0,,,,,,,,,,,,
2023-05-01,382.7230529785156,390.7999877929688,395.9500122070313,344.5,346.8999938964844,78497961.0,,,,,,,,,,,,
2023-06-01,398.2944641113281,406.7000122070313,427.6000061035156,388.3500061035156,391.7000122070313,44928922.0,,,,,,,,,,,,
2023-07-01,423.8550109863281,432.7999877929688,436.5,394.0499877929688,397.0,43154478.0,,,,,,,,,,,,
2023-08-01,383.9905395507813,388.3999938964844,440.8999938964844,384.6000061035156,433.75,47159796.0,,,,,,,,,,,,
2023-09-01,364.4647521972656,368.6499938964844,391.1000061035156,365.0,388.0,49201967.0,,,,,,,,,,,,
2023-10-01,376.97113037109375,381.2999877929688,394.5,366.0,368.6499938964844,42379811.0,,,,,,,,,,,,
2023-11-01,422.5477600097656,427.3999938964844,435.0,380.1000061035156,383.8500061035156,53648469.0,,,,,,,,,,,,
2023-12-01,448.8952026367188,454.0499877929688,485.0,419.25,431.0499877929688,63247069.0,,,,,,,,,,,,
2024-01-01,534.36376953125,540.5,547.8499755859375,447.25,456.4500122070313,53461604.0,,,,,,,,,,,,
2024-02-01,512.613525390625,518.5,557.9000244140625,499.8500061035156,544.0,31478420.0,,,,,,,,,,,,
2024-03-01,461.1544494628906,466.4500122070313,546.0,441.6499938964844,519.4500122070312,38771257.0,,,,,,,,,,,,
2024-04-01,504.3088989257813,510.1000061035156,517.0,452.7999877929688,468.9500122070313,44287166.0,,,,,,,,,,,,
2024-05-01,458.2379455566406,463.5,518.7999877929688,459.0,510.1000061035156,83001863.0,,,,,,,,,,,,
2024-06-01,535.7478637695312,541.9000244140625,547.5999755859375,429.0,477.0,72733979.0,,,,,,,,,,,,
2024-07-01,549.3912353515625,555.7000122070312,568.0499877929688,500.5,543.7000122070312,81161979.0,,,,,,,,,,,,
2024-08-01,492.8999938964844,492.8999938964844,560.0,477.1499938964844,556.4500122070312,43826890.0,,,,,,,,,,,,
2024-09-01,547.8499755859375,547.8499755859375,584.9000244140625,492.7999877929688,494.0499877929688,43449404.0,,,,,,,,,,,,
2024-10-01,504.9500122070313,504.9500122070313,552.1500244140625,474.25,548.9500122070312,32791155.0,,,,,,,,,,,,
2024-11-01,509.6499938964844,509.6499938964844,522.4000244140625,448.1499938964844,499.25,23876270.0,,,,,,,,,,,,
2024-12-01,529.4000244140625,529.4000244140625,557.0,506.3500061035156,509.8999938964844,27961157.0,,,,,,,,,,,,
2025-01-01,439.0,439.0,530.7000122070312,432.6499938964844,529.4000244140625,23458385.0,,,,,,,,,,,,
