Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'ASHOKLEY.NS')","('High', 'ASHOKLEY.NS')","('Low', 'ASHOKLEY.NS')","('Open', 'ASHOKLEY.NS')","('Volume', 'ASHOKLEY.NS')","('Date', '')","('Close', 'ASHOKLEY.NS')","('High', 'ASHOKLEY.NS')","('Low', 'ASHOKLEY.NS')","('Open', 'ASHOKLEY.NS')","('Volume', 'ASHOKLEY.NS')"
2023-08-01,177.07122802734375,183.8500061035156,191.5,178.85000610351562,184.4499969482422,482681685.0,,,,,,,,,,,,
2023-09-01,170.47378540039062,177.0,185.8999938964844,173.5500030517578,184.6499938964844,187627801.0,,,,,,,,,,,,
2023-10-01,161.51669311523438,167.6999969482422,180.0,165.10000610351562,177.0,168382336.0,,,,,,,,,,,,
2023-11-01,176.39703369140625,183.1499938964844,184.8000030517578,164.75,167.0500030517578,194032985.0,,,,,,,,,,,,
2023-12-01,174.8560333251953,181.5500030517578,184.1999969482422,165.25,183.6499938964844,317603957.0,,,,,,,,,,,,
2024-01-01,169.4143524169922,175.89999389648438,189.6000061035156,167.6999969482422,182.5,297791250.0,,,,,,,,,,,,
2024-02-01,163.6355743408203,169.89999389648438,186.8500061035156,166.39999389648438,177.1999969482422,417660286.0,,,,,,,,,,,,
2024-03-01,164.93580627441406,171.25,173.9499969482422,157.5500030517578,171.0,238281102.0,,,,,,,,,,,,
2024-04-01,185.5467529296875,192.6499938964844,194.25,166.25,173.0,377172844.0,,,,,,,,,,,,
2024-05-01,221.9659423828125,224.0,230.8000030517578,190.0500030517578,192.6499938964844,491594854.0,,,,,,,,,,,,
2024-06-01,239.6934967041016,241.88999938964844,245.6699981689453,192.0,235.0,292561815.0,,,,,,,,,,,,
2024-07-01,254.7554626464844,257.0899963378906,259.0,219.3500061035156,241.8999938964844,310990496.0,,,,,,,,,,,,
2024-08-01,254.1212921142578,256.45001220703125,264.6499938964844,240.0,258.45001220703125,197740939.0,,,,,,,,,,,,
2024-09-01,233.26242065429688,235.3999938964844,258.1000061035156,233.0500030517578,258.1000061035156,161168639.0,,,,,,,,,,,,
2024-10-01,206.2895965576172,208.17999267578125,242.19000244140625,206.17999267578125,235.8999938964844,221984371.0,,,,,,,,,,,,
2024-11-01,229.9725799560547,232.0800018310547,237.0599975585937,202.0,209.7899932861328,169527776.0,,,,,,,,,,,,
2024-12-01,220.5,220.5,236.6100006103516,215.6999969482422,229.5,119036538.0,,,,,,,,,,,,
2025-01-01,206.8099975585937,206.8099975585937,238.1999969482422,201.88999938964844,220.0,99352919.0,,,,,,,,,,,,
