Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'BHARATFORG.NS')","('High', 'BHARATFORG.NS')","('Low', 'BHARATFORG.NS')","('Open', 'BHARATFORG.NS')","('Volume', 'BHARATFORG.NS')","('Date', '')","('Close', 'BHARATFORG.NS')","('High', 'BHARATFORG.NS')","('Low', 'BHARATFORG.NS')","('Open', 'BHARATFORG.NS')","('Volume', 'BHARATFORG.NS')"
2022-06-01,636.986083984375,651.7999877929688,712.4500122070312,615.0,707.0,28864651.0,,,,,,,,,,,,
2022-07-01,716.340576171875,733.0,742.5,630.0,645.1500244140625,29874518.0,,,,,,,,,,,,
2022-08-01,730.303955078125,740.8499755859375,799.2000122070312,700.0999755859375,733.0,39233852.0,,,,,,,,,,,,
2022-09-01,685.5995483398438,695.5,801.1500244140625,677.3499755859375,737.0,35467394.0,,,,,,,,,,,,
2022-10-01,822.3251342773438,834.2000122070312,847.0,683.0,697.4000244140625,35877887.0,,,,,,,,,,,,
2022-11-01,847.3143310546875,859.5499877929688,896.7000122070312,816.0,834.2000122070312,30134140.0,,,,,,,,,,,,
2022-12-01,868.8695068359375,879.8499755859375,919.4500122070312,827.4000244140625,860.4500122070312,31220982.0,,,,,,,,,,,,
2023-01-01,863.1912231445312,874.0999755859375,891.8499755859375,839.5999755859375,883.0,16426939.0,,,,,,,,,,,,
2023-02-01,805.8163452148438,816.0,910.0,811.6500244140625,884.8499755859375,32180775.0,,,,,,,,,,,,
2023-03-01,760.8348388671875,770.4500122070312,845.0,745.4000244140625,817.0,18976170.0,,,,,,,,,,,,
2023-04-01,791.34912109375,801.3499755859375,803.7999877929688,743.5499877929688,780.75,18059851.0,,,,,,,,,,,,
2023-05-01,781.4246215820312,791.2999877929688,808.4500122070312,748.4000244140625,801.3499755859375,28382784.0,,,,,,,,,,,,
2023-06-01,826.3568115234375,836.7999877929688,845.7000122070312,785.5999755859375,791.4500122070312,20777309.0,,,,,,,,,,,,
2023-07-01,919.8255615234376,931.4500122070312,935.9500122070312,832.0499877929688,843.9500122070312,22121222.0,,,,,,,,,,,,
2023-08-01,1063.8321533203125,1070.3499755859375,1080.949951171875,887.2000122070312,935.0,39937176.0,,,,,,,,,,,,
2023-09-01,1084.9527587890625,1091.5999755859375,1148.050048828125,1055.949951171875,1072.949951171875,21886955.0,,,,,,,,,,,,
2023-10-01,1013.1427612304688,1019.3499755859376,1128.800048828125,1002.2999877929688,1091.5999755859375,16765429.0,,,,,,,,,,,,
2023-11-01,1113.4283447265625,1120.25,1128.3499755859375,1015.0,1024.0,26632046.0,,,,,,,,,,,,
2023-12-01,1230.8092041015625,1238.3499755859375,1249.9000244140625,1124.5999755859375,1130.0,19249324.0,,,,,,,,,,,,
2024-01-01,1227.7281494140625,1235.25,1299.0,1180.0,1242.0,16615242.0,,,,,,,,,,,,
2024-02-01,1143.9910888671875,1151.0,1330.0,1063.0,1242.0,35295847.0,,,,,,,,,,,,
2024-03-01,1125.2041015625,1129.5999755859375,1211.0,1088.0,1150.050048828125,22867729.0,,,,,,,,,,,,
2024-04-01,1266.2530517578125,1271.199951171875,1326.0,1105.300048828125,1132.199951171875,29125430.0,,,,,,,,,,,,
2024-05-01,1548.50048828125,1554.550048828125,1600.0,1209.1500244140625,1271.199951171875,45334774.0,,,,,,,,,,,,
2024-06-01,1663.8497314453125,1670.3499755859375,1804.5,1406.25,1649.949951171875,34612173.0,,,,,,,,,,,,
2024-07-01,1726.7540283203125,1733.5,1753.0,1500.0,1673.0999755859375,26544359.0,,,,,,,,,,,,
2024-08-01,1587.0,1587.0,1771.199951171875,1510.4000244140625,1740.0,27015771.0,,,,,,,,,,,,
2024-09-01,1516.5999755859375,1516.5999755859375,1629.9000244140625,1502.5999755859375,1597.0,24232580.0,,,,,,,,,,,,
2024-10-01,1410.1500244140625,1410.1500244140625,1555.0,1340.800048828125,1519.0,20497679.0,,,,,,,,,,,,
2024-11-01,1332.25,1332.25,1482.9000244140625,1286.5999755859375,1428.0,17070813.0,,,,,,,,,,,,
2024-12-01,1299.5,1299.5,1394.949951171875,1272.199951171875,1329.5,23917850.0,,,,,,,,,,,,
2025-01-01,1226.449951171875,1226.449951171875,1322.0,1167.550048828125,1303.300048828125,16508361.0,,,,,,,,,,,,
