Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'HINDALCO.NS')","('High', 'HINDALCO.NS')","('Low', 'HINDALCO.NS')","('Open', 'HINDALCO.NS')","('Volume', 'HINDALCO.NS')","('Date', '')","('Close', 'HINDALCO.NS')","('High', 'HINDALCO.NS')","('Low', 'HINDALCO.NS')","('Open', 'HINDALCO.NS')","('Volume', 'HINDALCO.NS')"
2021-06-01,361.6869812011719,372.0499877929688,405.5,359.79998779296875,396.0,261640840.0,,,,,,,,,,,,
2021-07-01,432.4106140136719,444.7999877929688,474.0,372.0,372.2999877929688,246725196.0,,,,,,,,,,,,
2021-08-01,455.2560424804688,468.2999877929688,471.1499938964844,399.5,448.0,277150969.0,,,,,,,,,,,,
2021-09-01,477.640380859375,487.9500122070313,504.0,438.7999877929688,474.0,229022037.0,,,,,,,,,,,,
2021-10-01,450.0851135253906,459.7999877929688,551.8499755859375,453.4500122070313,483.1000061035156,211421877.0,,,,,,,,,,,,
2021-11-01,404.0292053222656,412.75,482.0,407.1000061035156,463.7999877929688,202235880.0,,,,,,,,,,,,
2021-12-01,465.5023193359375,475.5499877929688,477.3500061035156,416.1000061035156,419.5,180298872.0,,,,,,,,,,,,
2022-01-01,478.7171020507813,489.0499877929688,515.7999877929688,472.0,475.5499877929688,142612734.0,,,,,,,,,,,,
2022-02-01,561.6275024414062,573.75,580.0499877929688,487.7000122070313,492.7999877929688,210869448.0,,,,,,,,,,,,
2022-03-01,557.46728515625,569.5,636.0,555.9500122070312,573.75,307453768.0,,,,,,,,,,,,
2022-04-01,472.4523620605469,482.6499938964844,590.9500122070312,476.4500122070313,569.9000244140625,227138262.0,,,,,,,,,,,,
2022-05-01,413.6221618652344,422.5499877929688,486.0,384.9500122070313,477.8500061035156,324929215.0,,,,,,,,,,,,
2022-06-01,331.4948425292969,338.6499938964844,422.0,308.95001220703125,421.0,295888739.0,,,,,,,,,,,,
2022-07-01,406.2806396484375,415.0499877929688,416.7999877929688,326.6499938964844,335.0,271551737.0,,,,,,,,,,,,
2022-08-01,429.724609375,439.0,446.5,407.6000061035156,420.0,221832595.0,,,,,,,,,,,,
2022-09-01,385.8047790527344,390.5499877929688,447.8999938964844,358.79998779296875,424.0,235752985.0,,,,,,,,,,,,
2022-10-01,400.7213134765625,405.6499938964844,416.5,379.1000061035156,389.0,143360319.0,,,,,,,,,,,,
2022-11-01,445.2239685058594,450.7000122070313,460.5499877929688,406.0,406.0,198957444.0,,,,,,,,,,,,
2022-12-01,467.5987548828125,473.3500061035156,483.8500061035156,427.6000061035156,455.0,154785067.0,,,,,,,,,,,,
2023-01-01,462.7088928222656,468.3999938964844,504.0,458.6499938964844,475.9500122070313,148440047.0,,,,,,,,,,,,
2023-02-01,394.3497009277344,399.2000122070313,480.6000061035156,398.0,473.0,131817339.0,,,,,,,,,,,,
2023-03-01,400.4249572753906,405.3500061035156,422.2000122070313,381.0,402.0,152394055.0,,,,,,,,,,,,
2023-04-01,430.8013610839844,436.1000061035156,437.3500061035156,394.2999877929688,406.5,82410214.0,,,,,,,,,,,,
2023-05-01,400.9682922363281,405.8999938964844,449.8999938964844,397.7999877929688,436.1000061035156,138078850.0,,,,,,,,,,,,
2023-06-01,415.83544921875,420.9500122070313,433.25,405.8999938964844,409.0499877929688,111396869.0,,,,,,,,,,,,
2023-07-01,456.9794006347656,462.6000061035156,463.25,417.1499938964844,424.0,115304582.0,,,,,,,,,,,,
2023-08-01,454.2627868652344,459.8500061035156,471.5499877929688,438.1499938964844,465.0,116714223.0,,,,,,,,,,,,
2023-09-01,489.8419494628906,492.6499938964844,508.8999938964844,462.1000061035156,462.9500122070313,137346632.0,,,,,,,,,,,,
2023-10-01,456.88092041015625,459.5,494.7999877929688,448.75,492.6499938964844,107212114.0,,,,,,,,,,,,
2023-11-01,512.7108764648438,515.6500244140625,523.3499755859375,456.0,458.5,111289611.0,,,,,,,,,,,,
2023-12-01,611.3453979492188,614.8499755859375,618.0,514.0,520.0499877929688,119183699.0,,,,,,,,,,,,
2024-01-01,576.0477294921875,579.3499755859375,620.5,537.5999755859375,614.5,107179548.0,,,,,,,,,,,,
2024-02-01,500.9781188964844,503.8500061035156,608.9500122070312,496.3500061035156,578.0,218283503.0,,,,,,,,,,,,
2024-03-01,557.056640625,560.25,566.6500244140625,501.2000122070313,510.0,119476259.0,,,,,,,,,,,,
2024-04-01,640.72705078125,644.4000244140625,661.5999755859375,561.5499877929688,570.0,176306694.0,,,,,,,,,,,,
2024-05-01,685.4207763671875,689.3499755859375,713.5,611.75,644.4000244140625,220771074.0,,,,,,,,,,,,
2024-06-01,689.5968627929688,693.5499877929688,715.25,594.25,715.0,173145239.0,,,,,,,,,,,,
2024-07-01,665.7833251953125,669.5999755859375,712.0999755859375,633.2999877929688,699.0,120667474.0,,,,,,,,,,,,
2024-08-01,697.3523559570312,701.3499755859375,712.9500122070312,608.0,680.0,151822164.0,,,,,,,,,,,,
2024-09-01,756.2000122070312,756.2000122070312,764.4500122070312,645.4000244140625,706.7000122070312,138928884.0,,,,,,,,,,,,
2024-10-01,686.0499877929688,686.0499877929688,772.6500244140625,666.75,755.0,108120369.0,,,,,,,,,,,,
2024-11-01,656.2000122070312,656.2000122070312,714.25,622.5499877929688,687.5,132962002.0,,,,,,,,,,,,
2024-12-01,602.4500122070312,602.4500122070312,679.7999877929688,597.4500122070312,656.2000122070312,89165038.0,,,,,,,,,,,,
2025-01-01,613.4500122070312,613.4500122070312,628.3499755859375,562.0,601.5,105812890.0,,,,,,,,,,,,
