Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'SBILIFE.NS')","('High', 'SBILIFE.NS')","('Low', 'SBILIFE.NS')","('Open', 'SBILIFE.NS')","('Volume', 'SBILIFE.NS')","('Date', '')","('Close', 'SBILIFE.NS')","('High', 'SBILIFE.NS')","('Low', 'SBILIFE.NS')","('Open', 'SBILIFE.NS')","('Volume', 'SBILIFE.NS')"
2023-09-01,1303.0594482421875,1305.4000244140625,1393.0,1277.949951171875,1297.949951171875,19947912.0,,,,,,,,,,,,
2023-10-01,1365.3973388671875,1367.8499755859375,1375.4000244140625,1264.3499755859375,1305.4000244140625,20622468.0,,,,,,,,,,,,
2023-11-01,1432.676513671875,1435.25,1444.199951171875,1320.4000244140625,1371.050048828125,20806041.0,,,,,,,,,,,,
2023-12-01,1430.03125,1432.5999755859375,1491.9000244140625,1379.949951171875,1438.050048828125,28047573.0,,,,,,,,,,,,
2024-01-01,1398.6376953125,1401.1500244140625,1495.3499755859375,1357.1500244140625,1435.8499755859375,30130335.0,,,,,,,,,,,,
2024-02-01,1549.7662353515625,1552.550048828125,1569.0,1398.5,1407.300048828125,26180161.0,,,,,,,,,,,,
2024-03-01,1497.56005859375,1500.25,1569.3499755859375,1450.0,1564.9000244140625,23684312.0,,,,,,,,,,,,
2024-04-01,1436.550048828125,1436.550048828125,1528.0,1411.199951171875,1498.0,28441986.0,,,,,,,,,,,,
2024-05-01,1386.4000244140625,1386.4000244140625,1472.699951171875,1371.0,1436.550048828125,28929484.0,,,,,,,,,,,,
2024-06-01,1491.949951171875,1491.949951171875,1498.800048828125,1307.699951171875,1435.300048828125,28458907.0,,,,,,,,,,,,
2024-07-01,1753.6500244140625,1753.6500244140625,1777.699951171875,1468.0999755859375,1491.949951171875,33928968.0,,,,,,,,,,,,
2024-08-01,1850.300048828125,1850.300048828125,1869.800048828125,1666.0,1791.0999755859375,28370840.0,,,,,,,,,,,,
2024-09-01,1844.0,1844.0,1936.0,1808.449951171875,1850.300048828125,30459400.0,,,,,,,,,,,,
2024-10-01,1622.1500244140625,1622.1500244140625,1859.300048828125,1593.5999755859375,1840.199951171875,35029448.0,,,,,,,,,,,,
2024-11-01,1437.75,1437.75,1642.0,1396.6500244140625,1639.4000244140625,36957169.0,,,,,,,,,,,,
2024-12-01,1390.4000244140625,1390.4000244140625,1484.4000244140625,1377.5,1428.4000244140625,41989055.0,,,,,,,,,,,,
2025-01-01,1460.050048828125,1460.050048828125,1555.0,1384.949951171875,1392.199951171875,25663398.0,,,,,,,,,,,,
