Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'FEDERALBNK.NS')","('High', 'FEDERALBNK.NS')","('Low', 'FEDERALBNK.NS')","('Open', 'FEDERALBNK.NS')","('Volume', 'FEDERALBNK.NS')","('Date', '')","('Close', 'FEDERALBNK.NS')","('High', 'FEDERALBNK.NS')","('Low', 'FEDERALBNK.NS')","('Open', 'FEDERALBNK.NS')","('Volume', 'FEDERALBNK.NS')"
2022-02-01,94.03638458251952,97.0,106.0,92.5999984741211,101.0999984741211,411477322.0,,,,,,,,,,,,
2022-03-01,94.42416381835938,97.4000015258789,100.3000030517578,86.0,97.0,332900337.0,,,,,,,,,,,,
2022-04-01,93.06693267822266,96.0,104.0,93.6999969482422,97.4000015258789,269544404.0,,,,,,,,,,,,
2022-05-01,86.1353759765625,88.8499984741211,97.75,82.5,94.0,313997173.0,,,,,,,,,,,,
2022-06-01,87.44413757324219,90.1999969482422,93.4000015258789,84.0,88.4000015258789,198073881.0,,,,,,,,,,,,
2022-07-01,103.39154815673828,106.6500015258789,109.4499969482422,89.30000305175781,90.5500030517578,304918917.0,,,,,,,,,,,,
2022-08-01,115.4427719116211,117.0,117.8499984741211,105.1999969482422,106.75,273184797.0,,,,,,,,,,,,
2022-09-01,117.1694793701172,118.75,129.75,109.4499969482422,115.0500030517578,384920129.0,,,,,,,,,,,,
2022-10-01,129.74977111816406,131.5,136.0,115.9000015258789,119.3499984741211,340394389.0,,,,,,,,,,,,
2022-11-01,129.70045471191406,131.4499969482422,139.9499969482422,130.1999969482422,132.1999969482422,205899323.0,,,,,,,,,,,,
2022-12-01,137.1992950439453,139.0500030517578,142.1999969482422,120.9000015258789,132.14999389648438,314458221.0,,,,,,,,,,,,
2023-01-01,132.66050720214844,134.4499969482422,143.39999389648438,129.39999389648438,139.75,350521818.0,,,,,,,,,,,,
2023-02-01,127.43104553222656,129.14999389648438,136.4499969482422,124.0999984741211,135.4499969482422,172984951.0,,,,,,,,,,,,
2023-03-01,130.5391387939453,132.3000030517578,136.4499969482422,123.6500015258789,129.85000610351562,180350322.0,,,,,,,,,,,,
2023-04-01,133.1538543701172,134.9499969482422,136.39999389648438,126.0,133.0,155399867.0,,,,,,,,,,,,
2023-05-01,123.5829620361328,125.25,140.3000030517578,122.3000030517578,134.9499969482422,301244359.0,,,,,,,,,,,,
2023-06-01,124.47098541259766,126.1500015258789,128.10000610351562,121.0,125.25,210747676.0,,,,,,,,,,,,
2023-07-01,133.84454345703125,135.64999389648438,139.25,126.4499969482422,127.1999969482422,499307433.0,,,,,,,,,,,,
2023-08-01,142.03407287597656,143.9499969482422,146.4499969482422,130.5,136.39999389648438,324579475.0,,,,,,,,,,,,
2023-09-01,146.3312225341797,147.1999969482422,151.5,140.8000030517578,145.10000610351562,301288667.0,,,,,,,,,,,,
2023-10-01,139.8198699951172,140.64999389648438,152.60000610351562,137.25,147.1999969482422,283542748.0,,,,,,,,,,,,
2023-11-01,146.48033142089844,147.35000610351562,155.1999969482422,139.64999389648438,140.60000610351562,222033296.0,,,,,,,,,,,,
2023-12-01,155.2283935546875,156.14999389648438,159.3000030517578,148.0,148.75,240104078.0,,,,,,,,,,,,
2024-01-01,146.43063354492188,147.3000030517578,157.1999969482422,139.39999389648438,156.1999969482422,333473886.0,,,,,,,,,,,,
2024-02-01,149.5123291015625,150.39999389648438,166.35000610351562,143.35000610351562,148.14999389648438,361380342.0,,,,,,,,,,,,
2024-03-01,149.31350708007812,150.1999969482422,158.5500030517578,139.64999389648438,151.39999389648438,242629418.0,,,,,,,,,,,,
2024-04-01,161.6403350830078,162.60000610351562,164.64999389648438,148.5,152.0,316749270.0,,,,,,,,,,,,
2024-05-01,161.0935821533203,162.0500030517578,170.3000030517578,156.35000610351562,162.60000610351562,305507138.0,,,,,,,,,,,,
2024-06-01,176.203857421875,177.25,179.72999572753906,148.0,165.25,300115126.0,,,,,,,,,,,,
2024-07-01,200.20138549804688,201.38999938964844,205.1499938964844,173.91000366210938,177.3000030517578,420914008.0,,,,,,,,,,,,
2024-08-01,193.5508728027344,194.6999969482422,206.58999633789065,190.259994506836,202.0,186416142.0,,,,,,,,,,,,
2024-09-01,196.72999572753903,196.72999572753903,197.6999969482422,181.72999572753903,197.5,188611253.0,,,,,,,,,,,,
2024-10-01,203.91000366210932,203.91000366210932,205.66000366210932,182.0,198.5,323005629.0,,,,,,,,,,,,
2024-11-01,210.77999877929688,210.77999877929688,214.44000244140625,195.0399932861328,204.25,228043917.0,,,,,,,,,,,,
2024-12-01,200.0200042724609,200.0200042724609,217.0,190.5500030517578,210.77999877929688,189060593.0,,,,,,,,,,,,
2025-01-01,190.1000061035156,190.1000061035156,207.22999572753903,185.7100067138672,200.3999938964844,105980148.0,,,,,,,,,,,,
