Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'TCS.NS')","('High', 'TCS.NS')","('Low', 'TCS.NS')","('Open', 'TCS.NS')","('Volume', 'TCS.NS')","('Date', '')","('Close', 'TCS.NS')","('High', 'TCS.NS')","('Low', 'TCS.NS')","('Open', 'TCS.NS')","('Volume', 'TCS.NS')"
2023-11-01,3421.955810546875,3487.60009765625,3544.0,3311.0,3355.0,36207838.0,,,,,,,,,,,,
2023-12-01,3721.999755859375,3793.39990234375,3929.0,3490.050048828125,3500.0,45572195.0,,,,,,,,,,,,
2024-01-01,3744.12548828125,3815.949951171875,3965.0,3651.0,3790.0,47730057.0,,,,,,,,,,,,
2024-02-01,4036.639404296875,4095.10009765625,4184.75,3805.050048828125,3820.0,43410829.0,,,,,,,,,,,,
2024-03-01,3820.963134765625,3876.300048828125,4254.75,3829.39990234375,4107.2001953125,57449760.0,,,,,,,,,,,,
2024-04-01,3766.107421875,3820.64990234375,4064.199951171875,3800.89990234375,3897.699951171875,50101987.0,,,,,,,,,,,,
2024-05-01,3618.544189453125,3670.949951171875,3988.0,3653.75,3820.64990234375,48488949.0,,,,,,,,,,,,
2024-06-01,3876.38623046875,3904.14990234375,3960.0,3591.5,3732.800048828125,49068284.0,,,,,,,,,,,,
2024-07-01,4354.1650390625,4385.35009765625,4431.0,3884.0,3884.0,69792747.0,,,,,,,,,,,,
2024-08-01,4531.8681640625,4553.75,4592.25,4110.5,4399.39990234375,44299362.0,,,,,,,,,,,,
2024-09-01,4247.98876953125,4268.5,4588.0,4227.5,4576.0,46733974.0,,,,,,,,,,,,
2024-10-01,3949.38037109375,3968.449951171875,4298.0,3960.0,4255.5498046875,51094057.0,,,,,,,,,,,,
2024-11-01,4260.69677734375,4270.85009765625,4377.39990234375,3913.25,3989.85009765625,41293329.0,,,,,,,,,,,,
2024-12-01,4085.065185546875,4094.800048828125,4494.89990234375,4032.050048828125,4270.0,44350531.0,,,,,,,,,,,,
2025-01-01,4146.71826171875,4156.60009765625,4322.9501953125,4011.550048828125,4094.39990234375,40665383.0,,,,,,,,,,,,
