Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'SOBHA.NS')","('High', 'SOBHA.NS')","('Low', 'SOBHA.NS')","('Open', 'SOBHA.NS')","('Volume', 'SOBHA.NS')","('Date', '')","('Close', 'SOBHA.NS')","('High', 'SOBHA.NS')","('Low', 'SOBHA.NS')","('Open', 'SOBHA.NS')","('Volume', 'SOBHA.NS')"
2021-03-01,427.2266540527344,436.9500122070313,488.7999877929688,426.7999877929688,441.0499877929688,3708408.0,,,,,,,,,,,,
2021-04-01,475.2828979492188,486.1000061035156,548.5,419.4500122070313,439.2000122070313,11603913.0,,,,,,,,,,,,
2021-05-01,480.3183288574219,491.25,499.0,443.3500061035156,487.7000122070313,5750079.0,,,,,,,,,,,,
2021-06-01,460.56781005859375,471.0499877929688,537.2000122070312,459.0,496.0,7301009.0,,,,,,,,,,,,
2021-07-01,582.9817504882812,596.25,688.3499755859375,462.0,472.8999938964844,27397331.0,,,,,,,,,,,,
2021-08-01,616.4832763671875,623.0499877929688,652.75,552.75,605.9000244140625,4836605.0,,,,,,,,,,,,
2021-09-01,781.5252685546875,789.8499755859375,848.0,628.6500244140625,628.6500244140625,15466849.0,,,,,,,,,,,,
2021-10-01,761.884521484375,770.0,901.0,694.5499877929688,782.0,8931754.0,,,,,,,,,,,,
2021-11-01,847.5222778320312,856.5499877929688,980.0,756.6500244140625,772.7999877929688,20619680.0,,,,,,,,,,,,
2021-12-01,886.0123291015625,895.4500122070312,918.0,764.6500244140625,869.0,11492063.0,,,,,,,,,,,,
2022-01-01,842.1296997070312,851.0999755859375,1044.949951171875,830.0,900.0,14418455.0,,,,,,,,,,,,
2022-02-01,764.7539672851562,772.9000244140625,897.8499755859375,687.0,864.0,5988766.0,,,,,,,,,,,,
2022-03-01,700.2905883789062,707.75,793.0,688.0,772.9000244140625,7037805.0,,,,,,,,,,,,
2022-04-01,641.6651000976562,648.5,746.9500122070312,628.1500244140625,709.7999877929688,7030887.0,,,,,,,,,,,,
2022-05-01,543.807373046875,549.5999755859375,656.0,482.6499938964844,640.0,10379228.0,,,,,,,,,,,,
2022-06-01,570.9680786132812,577.0499877929688,585.0,480.2000122070313,554.0,5639179.0,,,,,,,,,,,,
2022-07-01,692.770751953125,700.1500244140625,718.7999877929688,538.0,569.0,16455401.0,,,,,,,,,,,,
2022-08-01,694.3978271484375,698.7999877929688,735.0,667.7000122070312,707.0,5312911.0,,,,,,,,,,,,
2022-09-01,641.6820068359375,645.75,750.8499755859375,631.0999755859375,694.9500122070312,5673909.0,,,,,,,,,,,,
2022-10-01,623.0997924804688,627.0499877929688,667.7999877929688,613.8499755859375,650.8499755859375,2097927.0,,,,,,,,,,,,
2022-11-01,620.8143310546875,624.75,657.0,607.0,628.75,3075602.0,,,,,,,,,,,,
2022-12-01,572.4707641601562,576.0999755859375,679.7999877929688,522.0,626.2000122070312,5450285.0,,,,,,,,,,,,
2023-01-01,595.8724365234375,599.6500244140625,622.7999877929688,564.0999755859375,576.0,3491980.0,,,,,,,,,,,,
2023-02-01,572.5701904296875,576.2000122070312,613.6500244140625,560.2000122070312,601.25,1696207.0,,,,,,,,,,,,
2023-03-01,427.8873901367188,430.6000061035156,584.9000244140625,412.1000061035156,576.25,19053070.0,,,,,,,,,,,,
2023-04-01,455.6613159179688,458.5499877929688,476.8500061035156,426.2000122070313,436.3999938964844,13071315.0,,,,,,,,,,,,
2023-05-01,517.3701171875,520.6500244140625,569.8499755859375,458.5499877929688,458.5499877929688,21237923.0,,,,,,,,,,,,
2023-06-01,533.6171264648438,537.0,589.7999877929688,521.4500122070312,524.9500122070312,17937271.0,,,,,,,,,,,,
2023-07-01,615.8955078125,619.7999877929688,648.7000122070312,535.0,542.0,19172726.0,,,,,,,,,,,,
2023-08-01,609.3668212890625,610.3499755859375,621.75,554.4000244140625,620.5999755859375,9185576.0,,,,,,,,,,,,
2023-09-01,704.5133666992188,705.6500244140625,719.0,595.4000244140625,612.9500122070312,21314039.0,,,,,,,,,,,,
2023-10-01,711.7017211914062,712.8499755859375,786.0,642.0999755859375,705.6500244140625,20506580.0,,,,,,,,,,,,
2023-11-01,905.7886352539062,907.25,915.0,715.0,715.0,15391609.0,,,,,,,,,,,,
2023-12-01,984.1123046875,985.7000122070312,1088.949951171875,908.75,915.0,14289844.0,,,,,,,,,,,,
2024-01-01,1445.41796875,1447.75,1556.75,987.25,989.9500122070312,35765182.0,,,,,,,,,,,,
2024-02-01,1562.62890625,1565.1500244140625,1675.0,1258.3499755859375,1450.0,7812194.0,,,,,,,,,,,,
2024-03-01,1446.4163818359375,1448.75,1659.0,1207.050048828125,1565.449951171875,6992359.0,,,,,,,,,,,,
2024-04-01,1773.8880615234375,1776.75,1798.9000244140625,1425.0999755859375,1436.5999755859375,6004179.0,,,,,,,,,,,,
2024-05-01,1896.739990234375,1899.800048828125,2093.699951171875,1621.0,1776.75,6449329.0,,,,,,,,,,,,
2024-06-01,1953.498291015625,1956.6500244140625,2160.803466796875,1549.5999755859375,1984.949951171875,4874662.0,,,,,,,,,,,,
2024-07-01,1797.30029296875,1800.199951171875,2155.35009765625,1751.300048828125,1960.0,5234411.0,,,,,,,,,,,,
2024-08-01,1689.75,1689.75,1845.0,1597.0,1786.0,4487817.0,,,,,,,,,,,,
2024-09-01,1940.4000244140625,1940.4000244140625,2070.0,1653.0,1690.0,5078039.0,,,,,,,,,,,,
2024-10-01,1588.4000244140625,1588.4000244140625,1941.9000244140625,1515.0,1922.050048828125,4583640.0,,,,,,,,,,,,
2024-11-01,1669.050048828125,1669.050048828125,1695.6500244140625,1490.0,1610.0,3807187.0,,,,,,,,,,,,
2024-12-01,1576.699951171875,1576.699951171875,1718.8499755859375,1531.75,1661.8499755859375,4007932.0,,,,,,,,,,,,
2025-01-01,1221.0999755859375,1221.0999755859375,1583.25,1202.0,1560.949951171875,3169912.0,,,,,,,,,,,,
