Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'CROMPTON.NS')","('High', 'CROMPTON.NS')","('Low', 'CROMPTON.NS')","('Open', 'CROMPTON.NS')","('Volume', 'CROMPTON.NS')","('Date', '')","('Close', 'CROMPTON.NS')","('High', 'CROMPTON.NS')","('Low', 'CROMPTON.NS')","('Open', 'CROMPTON.NS')","('Volume', 'CROMPTON.NS')"
2022-06-01,328.4809875488281,340.1499938964844,378.6000061035156,312.0,358.25,33402067.0,,,,,,,,,,,,
2022-07-01,380.8699035644531,394.3999938964844,405.7999877929688,337.1000061035156,339.95001220703125,47752015.0,,,,,,,,,,,,
2022-08-01,396.1503601074219,407.3999938964844,425.0,368.2000122070313,396.0499877929688,74999695.0,,,,,,,,,,,,
2022-09-01,400.5260925292969,411.8999938964844,429.0,387.3500061035156,404.9500122070313,55274946.0,,,,,,,,,,,,
2022-10-01,352.29571533203125,362.2999877929688,413.0,350.6000061035156,412.6499938964844,26089883.0,,,,,,,,,,,,
2022-11-01,352.83056640625,362.8500061035156,376.2999877929688,352.6499938964844,364.1499938964844,22360687.0,,,,,,,,,,,,
2022-12-01,327.1595764160156,336.45001220703125,376.5,333.1000061035156,364.5,22675953.0,,,,,,,,,,,,
2023-01-01,321.8114318847656,330.95001220703125,348.8999938964844,316.1000061035156,338.0,25623956.0,,,,,,,,,,,,
2023-02-01,295.4597473144531,303.8500061035156,339.0,291.3500061035156,331.54998779296875,43712479.0,,,,,,,,,,,,
2023-03-01,284.9093322753906,293.0,316.95001220703125,278.0,306.0,42346392.0,,,,,,,,,,,,
2023-04-01,247.8614044189453,254.8999938964844,302.8500061035156,251.0,293.1499938964844,86639105.0,,,,,,,,,,,,
2023-05-01,267.2118530273437,274.79998779296875,278.70001220703125,252.1000061035156,254.8999938964844,97776186.0,,,,,,,,,,,,
2023-06-01,281.5545654296875,289.54998779296875,297.75,272.0,275.1000061035156,47678029.0,,,,,,,,,,,,
2023-07-01,285.78448486328125,293.8999938964844,301.3999938964844,281.54998779296875,292.54998779296875,47697105.0,,,,,,,,,,,,
2023-08-01,297.9450988769531,300.04998779296875,316.3500061035156,281.1499938964844,296.5,79113492.0,,,,,,,,,,,,
2023-09-01,307.6763610839844,309.8500061035156,319.5,291.8500061035156,302.0,47644480.0,,,,,,,,,,,,
2023-10-01,280.021728515625,282.0,311.1499938964844,277.8999938964844,309.8500061035156,39004338.0,,,,,,,,,,,,
2023-11-01,282.9510498046875,284.95001220703125,293.54998779296875,275.29998779296875,283.0,32306503.0,,,,,,,,,,,,
2023-12-01,308.718994140625,310.8999938964844,314.5,285.0,286.3500061035156,52819969.0,,,,,,,,,,,,
2024-01-01,300.8247985839844,302.95001220703125,327.95001220703125,293.6000061035156,313.5,52249212.0,,,,,,,,,,,,
2024-02-01,288.9586181640625,291.0,309.8999938964844,277.1000061035156,304.25,58836467.0,,,,,,,,,,,,
2024-03-01,265.6234436035156,267.5,302.8500061035156,261.25,292.3500061035156,63805193.0,,,,,,,,,,,,
2024-04-01,316.1663818359375,318.3999938964844,319.3500061035156,268.95001220703125,272.0,98537923.0,,,,,,,,,,,,
2024-05-01,389.4983215332031,392.25,410.0,317.79998779296875,318.3999938964844,134751310.0,,,,,,,,,,,,
2024-06-01,402.4567565917969,405.2999877929688,436.5,358.0,400.9500122070313,67523315.0,,,,,,,,,,,,
2024-07-01,448.2333679199219,451.3999938964844,460.8999938964844,403.9500122070313,405.2999877929688,111708190.0,,,,,,,,,,,,
2024-08-01,477.0499877929688,477.0499877929688,481.0,415.0499877929688,455.6000061035156,69120673.0,,,,,,,,,,,,
2024-09-01,416.25,416.25,484.0,412.8999938964844,481.0,61002979.0,,,,,,,,,,,,
2024-10-01,391.0,391.0,446.6499938964844,382.1000061035156,418.1000061035156,61537388.0,,,,,,,,,,,,
2024-11-01,409.7000122070313,409.7000122070313,411.7000122070313,369.7999877929688,394.8999938964844,45187757.0,,,,,,,,,,,,
2024-12-01,395.7999877929688,395.7999877929688,419.4500122070313,383.8999938964844,410.0,27514280.0,,,,,,,,,,,,
2025-01-01,347.0,347.0,395.8500061035156,342.3500061035156,395.3500061035156,31914322.0,,,,,,,,,,,,
