Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'IDFCFIRSTB.NS')","('High', 'IDFCFIRSTB.NS')","('Low', 'IDFCFIRSTB.NS')","('Open', 'IDFCFIRSTB.NS')","('Volume', 'IDFCFIRSTB.NS')","('Date', '')","('Close', 'IDFCFIRSTB.NS')","('High', 'IDFCFIRSTB.NS')","('Low', 'IDFCFIRSTB.NS')","('Open', 'IDFCFIRSTB.NS')","('Volume', 'IDFCFIRSTB.NS')"
2023-05-01,71.6500015258789,71.6500015258789,72.0,61.45000076293945,61.45000076293945,775189360.0,,,,,,,,,,,,
2023-06-01,79.4000015258789,79.4000015258789,84.5,70.8499984741211,71.5,907802000.0,,,,,,,,,,,,
2023-07-01,87.19999694824219,87.19999694824219,88.30000305175781,77.05000305175781,79.94999694824219,942453269.0,,,,,,,,,,,,
2023-08-01,93.3499984741211,93.3499984741211,95.8000030517578,85.55000305175781,87.6500015258789,1109764624.0,,,,,,,,,,,,
2023-09-01,95.5,95.5,100.6999969482422,89.0999984741211,91.8000030517578,828354368.0,,,,,,,,,,,,
2023-10-01,82.69999694824219,82.69999694824219,95.6500015258789,81.44999694824219,95.5,624782124.0,,,,,,,,,,,,
2023-11-01,85.19999694824219,85.19999694824219,88.9000015258789,80.80000305175781,82.75,488313985.0,,,,,,,,,,,,
2023-12-01,88.9000015258789,88.9000015258789,92.4499969482422,85.4000015258789,85.80000305175781,788576702.0,,,,,,,,,,,,
2024-01-01,84.3499984741211,84.3499984741211,89.6500015258789,78.9000015258789,88.80000305175781,961928058.0,,,,,,,,,,,,
2024-02-01,81.05000305175781,81.05000305175781,84.6500015258789,77.80000305175781,84.19999694824219,670166783.0,,,,,,,,,,,,
2024-03-01,75.4000015258789,75.4000015258789,82.8499984741211,75.05000305175781,81.3499984741211,692119399.0,,,,,,,,,,,,
2024-04-01,82.1500015258789,82.1500015258789,86.0999984741211,75.94999694824219,76.19999694824219,937082993.0,,,,,,,,,,,,
2024-05-01,76.4000015258789,76.4000015258789,82.6500015258789,75.1500015258789,82.1500015258789,840348354.0,,,,,,,,,,,,
2024-06-01,82.16000366210938,82.16000366210938,84.5,70.80000305175781,80.6500015258789,927417223.0,,,,,,,,,,,,
2024-07-01,75.98999786376953,75.98999786376953,82.19999694824219,72.4000015258789,82.16000366210938,734812102.0,,,,,,,,,,,,
2024-08-01,73.83999633789062,73.83999633789062,76.45999908447266,70.43000030517578,76.05000305175781,548381285.0,,,,,,,,,,,,
2024-09-01,74.3499984741211,74.3499984741211,76.06999969482422,71.16000366210938,73.6500015258789,649248156.0,,,,,,,,,,,,
2024-10-01,65.93000030517578,65.93000030517578,75.0999984741211,59.29999923706055,74.55000305175781,1017142590.0,,,,,,,,,,,,
2024-11-01,64.08000183105469,64.08000183105469,68.12000274658203,62.400001525878906,66.69999694824219,535207819.0,,,,,,,,,,,,
2024-12-01,63.13999938964844,63.13999938964844,66.58999633789062,61.20000076293945,64.08000183105469,476350643.0,,,,,,,,,,,,
2025-01-01,62.81999969482422,62.81999969482422,66.19999694824219,59.04999923706055,63.290000915527344,343875334.0,,,,,,,,,,,,
