Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'HAVELLS.NS')","('High', 'HAVELLS.NS')","('Low', 'HAVELLS.NS')","('Open', 'HAVELLS.NS')","('Volume', 'HAVELLS.NS')","('Date', '')","('Close', 'HAVELLS.NS')","('High', 'HAVELLS.NS')","('Low', 'HAVELLS.NS')","('Open', 'HAVELLS.NS')","('Volume', 'HAVELLS.NS')"
2021-09-01,1345.29736328125,1373.0999755859375,1482.699951171875,1266.1500244140625,1270.0,33759533.0,,,,,,,,,,,,
2021-10-01,1237.377685546875,1262.949951171875,1504.449951171875,1210.300048828125,1373.0999755859375,29493031.0,,,,,,,,,,,,
2021-11-01,1335.923095703125,1360.3499755859375,1424.3499755859375,1260.5999755859375,1275.550048828125,24500840.0,,,,,,,,,,,,
2021-12-01,1371.9151611328125,1397.0,1429.4000244140625,1253.4000244140625,1360.300048828125,23523283.0,,,,,,,,,,,,
2022-01-01,1163.132568359375,1184.4000244140625,1419.0,1117.0,1400.0,20736723.0,,,,,,,,,,,,
2022-02-01,1164.409423828125,1185.699951171875,1229.550048828125,1118.8499755859375,1195.0,18992221.0,,,,,,,,,,,,
2022-03-01,1131.8546142578125,1152.550048828125,1185.699951171875,1037.4000244140625,1185.699951171875,25561673.0,,,,,,,,,,,,
2022-04-01,1288.2449951171875,1311.800048828125,1344.699951171875,1153.0,1154.199951171875,18878802.0,,,,,,,,,,,,
2022-05-01,1180.2200927734375,1201.800048828125,1310.9000244140625,1150.0,1295.0,18549177.0,,,,,,,,,,,,
2022-06-01,1078.48046875,1098.199951171875,1210.9000244140625,1057.449951171875,1197.25,22294358.0,,,,,,,,,,,,
2022-07-01,1231.99072265625,1249.3499755859375,1276.699951171875,1092.25,1099.8499755859375,20528638.0,,,,,,,,,,,,
2022-08-01,1372.1656494140625,1391.5,1396.449951171875,1248.949951171875,1258.800048828125,16041491.0,,,,,,,,,,,,
2022-09-01,1329.812255859375,1348.550048828125,1405.550048828125,1270.25,1385.5999755859375,11316173.0,,,,,,,,,,,,
2022-10-01,1199.39990234375,1216.300048828125,1368.4000244140625,1159.199951171875,1349.050048828125,17388108.0,,,,,,,,,,,,
2022-11-01,1236.1324462890625,1253.550048828125,1261.3499755859375,1183.0999755859375,1220.0,13784928.0,,,,,,,,,,,,
2022-12-01,1084.66650390625,1099.949951171875,1270.5999755859375,1024.5,1259.1500244140625,14921299.0,,,,,,,,,,,,
2023-01-01,1165.3299560546875,1181.75,1223.9000244140625,1099.0,1103.949951171875,22002346.0,,,,,,,,,,,,
2023-02-01,1183.3922119140625,1197.050048828125,1243.300048828125,1152.6500244140625,1186.0999755859375,13173692.0,,,,,,,,,,,,
2023-03-01,1174.9398193359375,1188.5,1228.5999755859375,1131.800048828125,1197.050048828125,9699545.0,,,,,,,,,,,,
2023-04-01,1216.1639404296875,1230.199951171875,1237.75,1158.1500244140625,1190.0,10518679.0,,,,,,,,,,,,
2023-05-01,1293.02685546875,1307.949951171875,1322.9000244140625,1211.8499755859375,1230.199951171875,16135970.0,,,,,,,,,,,,
2023-06-01,1268.1639404296875,1282.800048828125,1373.699951171875,1276.0,1310.9000244140625,18061748.0,,,,,,,,,,,,
2023-07-01,1323.300048828125,1334.050048828125,1408.300048828125,1258.5999755859375,1289.9000244140625,27435491.0,,,,,,,,,,,,
2023-08-01,1373.39306640625,1384.550048828125,1399.0,1262.949951171875,1336.0,14877782.0,,,,,,,,,,,,
2023-09-01,1377.757568359375,1388.949951171875,1465.8499755859375,1348.199951171875,1389.6500244140625,17806161.0,,,,,,,,,,,,
2023-10-01,1236.1082763671875,1246.1500244140625,1425.0,1240.25,1388.949951171875,18331039.0,,,,,,,,,,,,
2023-11-01,1292.153076171875,1302.6500244140625,1315.0,1232.8499755859375,1250.1500244140625,12496344.0,,,,,,,,,,,,
2023-12-01,1356.9268798828125,1367.949951171875,1395.0,1305.0,1315.0,12314275.0,,,,,,,,,,,,
2024-01-01,1283.9696044921875,1294.4000244140625,1472.0,1280.0,1367.949951171875,19394195.0,,,,,,,,,,,,
2024-02-01,1519.0101318359375,1531.3499755859375,1550.0,1292.9000244140625,1301.9000244140625,24887522.0,,,,,,,,,,,,
2024-03-01,1506.282958984375,1515.0,1588.0,1435.050048828125,1528.949951171875,16357153.0,,,,,,,,,,,,
2024-04-01,1654.4256591796875,1664.0,1688.0,1453.949951171875,1529.0,29580240.0,,,,,,,,,,,,
2024-05-01,1896.3258056640625,1907.300048828125,1950.050048828125,1648.550048828125,1664.0,31305131.0,,,,,,,,,,,,
2024-06-01,1817.7762451171875,1822.4000244140625,1985.4000244140625,1711.25,1980.0,33957976.0,,,,,,,,,,,,
2024-07-01,1845.156494140625,1849.8499755859373,1949.699951171875,1687.550048828125,1821.550048828125,24870345.0,,,,,,,,,,,,
2024-08-01,1894.531005859375,1899.3499755859373,1957.449951171875,1765.0999755859375,1857.5,16877423.0,,,,,,,,,,,,
2024-09-01,2007.79296875,2012.9000244140625,2106.0,1859.050048828125,1920.0,18925883.0,,,,,,,,,,,,
2024-10-01,1634.2430419921875,1638.4000244140625,2065.39990234375,1632.5999755859375,2020.0,25334727.0,,,,,,,,,,,,
2024-11-01,1713.64111328125,1718.0,1742.4000244140625,1586.75,1655.0,15722620.0,,,,,,,,,,,,
2024-12-01,1670.8499755859375,1675.0999755859375,1782.6500244140625,1633.4000244140625,1726.9000244140625,15927100.0,,,,,,,,,,,,
2025-01-01,1549.7081298828125,1553.6500244140625,1721.199951171875,1506.699951171875,1676.5999755859375,19385465.0,,,,,,,,,,,,
