Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'NTPC.NS')","('High', 'NTPC.NS')","('Low', 'NTPC.NS')","('Open', 'NTPC.NS')","('Volume', 'NTPC.NS')","('Date', '')","('Close', 'NTPC.NS')","('High', 'NTPC.NS')","('Low', 'NTPC.NS')","('Open', 'NTPC.NS')","('Volume', 'NTPC.NS')"
2021-10-01,117.55994415283205,132.64999389648438,152.10000610351562,128.5500030517578,140.9499969482422,410945318.0,,,,,,,,,,,,
2021-11-01,112.77424621582033,127.25,141.39999389648438,124.6999969482422,133.1999969482422,227168422.0,,,,,,,,,,,,
2021-12-01,110.24845886230467,124.4000015258789,132.9499969482422,119.0999984741211,130.0,264909689.0,,,,,,,,,,,,
2022-01-01,125.89063262939452,142.0500030517578,144.0,124.6999969482422,125.4000015258789,293504871.0,,,,,,,,,,,,
2022-02-01,118.31324768066406,133.5,144.14999389648438,123.6500015258789,144.0,206605031.0,,,,,,,,,,,,
2022-03-01,123.13202667236328,135.0,136.14999389648438,126.9000015258789,133.5,254347602.0,,,,,,,,,,,,
2022-04-01,142.4683074951172,156.1999969482422,166.35000610351562,136.8000030517578,138.0,498630431.0,,,,,,,,,,,,
2022-05-01,142.285888671875,156.0,161.89999389648438,141.64999389648438,154.60000610351562,495741362.0,,,,,,,,,,,,
2022-06-01,130.3375244140625,142.89999389648438,160.1999969482422,134.9499969482422,156.4499969482422,419969501.0,,,,,,,,,,,,
2022-07-01,139.50401306152344,152.9499969482422,154.4499969482422,136.10000610351562,142.0,232450249.0,,,,,,,,,,,,
2022-08-01,149.5825958251953,164.0,165.4499969482422,151.0,152.89999389648438,329836388.0,,,,,,,,,,,,
2022-09-01,148.4081268310547,159.64999389648438,176.14999389648438,155.0,161.5,385656944.0,,,,,,,,,,,,
2022-10-01,160.9110565185547,173.10000610351562,174.6999969482422,158.9499969482422,159.85000610351562,216553533.0,,,,,,,,,,,,
2022-11-01,160.0744171142578,172.1999969482422,182.9499969482422,164.14999389648438,174.0,293663837.0,,,,,,,,,,,,
2022-12-01,154.7292938232422,166.4499969482422,176.0,161.89999389648438,173.5,182797666.0,,,,,,,,,,,,
2023-01-01,159.09835815429688,171.14999389648438,172.64999389648438,164.0,167.0500030517578,233629142.0,,,,,,,,,,,,
2023-02-01,158.494140625,170.5,174.25,162.5500030517578,172.25,240343898.0,,,,,,,,,,,,
2023-03-01,167.02337646484375,175.10000610351562,182.1999969482422,169.9499969482422,170.9499969482422,270279744.0,,,,,,,,,,,,
2023-04-01,164.06634521484375,172.0,179.75,166.8000030517578,175.60000610351562,193790703.0,,,,,,,,,,,,
2023-05-01,165.8310089111328,173.85000610351562,180.0,171.9499969482422,172.0,214851567.0,,,,,,,,,,,,
2023-06-01,180.42530822753903,189.1499938964844,191.6499938964844,171.85000610351562,173.60000610351562,234449078.0,,,,,,,,,,,,
2023-07-01,208.27842712402344,218.3500061035156,218.9499969482422,184.75,190.0,318719129.0,,,,,,,,,,,,
2023-08-01,210.1384735107422,220.3000030517578,226.6499938964844,211.8000030517578,219.5500030517578,333629942.0,,,,,,,,,,,,
2023-09-01,237.5011749267578,245.5500030517578,251.5,216.1499938964844,217.8500061035156,357767631.0,,,,,,,,,,,,
2023-10-01,228.07077026367188,235.8000030517578,247.1999969482422,227.75,245.5500030517578,252163858.0,,,,,,,,,,,,
2023-11-01,252.7349090576172,261.29998779296875,261.6499938964844,232.1000061035156,236.6999969482422,193056560.0,,,,,,,,,,,,
2023-12-01,303.8570861816406,311.1499938964844,315.5,261.75,262.3500061035156,380273668.0,,,,,,,,,,,,
2024-01-01,310.0582275390625,317.5,325.75,296.54998779296875,312.0,401932243.0,,,,,,,,,,,,
2024-02-01,327.7339782714844,335.6000061035156,348.04998779296875,314.5,320.04998779296875,329750791.0,,,,,,,,,,,,
2024-03-01,331.1312255859375,335.79998779296875,359.95001220703125,305.75,335.6000061035156,348955255.0,,,,,,,,,,,,
2024-04-01,358.1503295898437,363.2000122070313,374.5,336.1499938964844,339.0,336972426.0,,,,,,,,,,,,
2024-05-01,354.0086669921875,359.0,380.5,344.8500061035156,363.2000122070313,312027267.0,,,,,,,,,,,,
2024-06-01,373.0896606445313,378.3500061035156,393.2000122070313,313.95001220703125,385.0,459402156.0,,,,,,,,,,,,
2024-07-01,410.2161865234375,416.0,417.3999938964844,361.5499877929688,381.75,455786989.0,,,,,,,,,,,,
2024-08-01,410.4134216308594,416.2000122070313,426.2999877929688,393.2999877929688,419.8999938964844,349830988.0,,,,,,,,,,,,
2024-09-01,440.4876403808594,443.2000122070313,448.4500122070313,385.2999877929688,417.7999877929688,410439502.0,,,,,,,,,,,,
2024-10-01,405.6521301269531,408.1499938964844,447.75,391.6000061035156,446.0,304737058.0,,,,,,,,,,,,
2024-11-01,363.6499938964844,363.6499938964844,415.4500122070313,354.79998779296875,412.0,251604335.0,,,,,,,,,,,,
2024-12-01,333.3500061035156,333.3500061035156,375.1499938964844,326.20001220703125,363.6499938964844,300219597.0,,,,,,,,,,,,
2025-01-01,322.3999938964844,322.3999938964844,344.5,296.8500061035156,333.0,232931601.0,,,,,,,,,,,,
