Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'BALRAMCHIN.NS')","('High', 'BALRAMCHIN.NS')","('Low', 'BALRAMCHIN.NS')","('Open', 'BALRAMCHIN.NS')","('Volume', 'BALRAMCHIN.NS')","('Date', '')","('Close', 'BALRAMCHIN.NS')","('High', 'BALRAMCHIN.NS')","('Low', 'BALRAMCHIN.NS')","('Open', 'BALRAMCHIN.NS')","('Volume', 'BALRAMCHIN.NS')"
2022-03-01,479.99658203125,489.3999938964844,521.4000244140625,393.7000122070313,397.0,134240727.0,,,,,,,,,,,,
2022-04-01,434.586181640625,443.1000061035156,525.9000244140625,440.1499938964844,488.0,73513269.0,,,,,,,,,,,,
2022-05-01,396.5807800292969,404.3500061035156,457.3500061035156,347.1000061035156,435.2000122070313,89515015.0,,,,,,,,,,,,
2022-06-01,352.54345703125,359.45001220703125,418.0,337.1000061035156,404.8999938964844,58850571.0,,,,,,,,,,,,
2022-07-01,387.5084838867188,395.1000061035156,399.3999938964844,331.0,360.0,45126037.0,,,,,,,,,,,,
2022-08-01,343.7654724121094,350.5,404.5,329.0,397.1000061035156,66768131.0,,,,,,,,,,,,
2022-09-01,341.01922607421875,347.70001220703125,385.8999938964844,335.1499938964844,348.8999938964844,48407642.0,,,,,,,,,,,,
2022-10-01,309.8793029785156,315.95001220703125,367.0,307.29998779296875,345.5,25765826.0,,,,,,,,,,,,
2022-11-01,376.9159851074219,384.2999877929688,385.3500061035156,313.04998779296875,317.54998779296875,57109145.0,,,,,,,,,,,,
2022-12-01,389.1268005371094,396.75,414.8999938964844,363.3999938964844,384.5,70804355.0,,,,,,,,,,,,
2023-01-01,370.8351135253906,378.1000061035156,407.0,358.75,398.0,30021070.0,,,,,,,,,,,,
2023-02-01,350.1895751953125,357.04998779296875,382.9500122070313,349.29998779296875,382.9500122070313,24878291.0,,,,,,,,,,,,
2023-03-01,390.7506408691406,395.75,408.9500122070313,356.29998779296875,358.0,44406456.0,,,,,,,,,,,,
2023-04-01,410.2511596679688,415.5,430.8999938964844,393.2999877929688,395.75,39477566.0,,,,,,,,,,,,
2023-05-01,387.73919677734375,392.7000122070313,425.75,371.5,415.5,29580868.0,,,,,,,,,,,,
2023-06-01,379.7908630371094,384.6499938964844,416.0,380.0,391.4500122070313,38363682.0,,,,,,,,,,,,
2023-07-01,397.9090576171875,403.0,409.3999938964844,372.8500061035156,387.2000122070313,32664346.0,,,,,,,,,,,,
2023-08-01,385.1226501464844,390.0499877929688,423.0,382.0499877929688,405.7999877929688,33342776.0,,,,,,,,,,,,
2023-09-01,431.2820739746094,436.7999877929688,462.0,390.2999877929688,390.4500122070313,87213627.0,,,,,,,,,,,,
2023-10-01,407.9308471679688,413.1499938964844,439.6000061035156,394.3999938964844,436.7999877929688,25408299.0,,,,,,,,,,,,
2023-11-01,467.0741271972656,473.0499877929688,485.8999938964844,406.0,415.0,36757667.0,,,,,,,,,,,,
2023-12-01,408.0618286132813,410.4500122070313,479.5,376.2000122070313,474.0,109657042.0,,,,,,,,,,,,
2024-01-01,393.1490783691406,395.4500122070313,420.3999938964844,372.6000061035156,412.9500122070313,39601912.0,,,,,,,,,,,,
2024-02-01,370.7799987792969,372.9500122070313,407.5,364.2999877929688,396.5,44575805.0,,,,,,,,,,,,
2024-03-01,359.8440246582031,361.9500122070313,386.1000061035156,343.5,373.7999877929688,28288205.0,,,,,,,,,,,,
2024-04-01,393.24847412109375,395.5499877929688,409.5,363.0,363.5,36669962.0,,,,,,,,,,,,
2024-05-01,376.0491638183594,378.25,402.0,367.0,395.5499877929688,17334964.0,,,,,,,,,,,,
2024-06-01,427.1997985839844,429.7000122070313,455.8500061035156,352.0,387.0,70242367.0,,,,,,,,,,,,
2024-07-01,478.05218505859375,480.8500061035156,493.8999938964844,422.0,435.0,48315525.0,,,,,,,,,,,,
2024-08-01,595.1668090820312,598.6500244140625,625.0,467.0,484.0,85590964.0,,,,,,,,,,,,
2024-09-01,645.1243896484375,648.9000244140625,664.8499755859375,546.0999755859375,598.0,49030367.0,,,,,,,,,,,,
2024-10-01,624.1471557617188,627.7999877929688,691.7999877929688,593.0999755859375,645.0,37713006.0,,,,,,,,,,,,
2024-11-01,581.695556640625,585.0999755859375,633.5499877929688,505.9500122070313,626.9500122070312,16011944.0,,,,,,,,,,,,
2024-12-01,529.7999877929688,529.7999877929688,613.4000244140625,513.0499877929688,581.0999755859375,12496557.0,,,,,,,,,,,,
2025-01-01,488.6000061035156,488.6000061035156,547.9000244140625,457.2000122070313,526.0,10158492.0,,,,,,,,,,,,
