Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'ALKEM.NS')","('High', 'ALKEM.NS')","('Low', 'ALKEM.NS')","('Open', 'ALKEM.NS')","('Volume', 'ALKEM.NS')","('Date', '')","('Close', 'ALKEM.NS')","('High', 'ALKEM.NS')","('Low', 'ALKEM.NS')","('Open', 'ALKEM.NS')","('Volume', 'ALKEM.NS')"
2022-03-01,3553.50390625,3620.699951171875,3724.949951171875,3107.85009765625,3277.949951171875,1930140.0,,,,,,,,,,,,
2022-04-01,3190.076416015625,3250.39990234375,3619.85009765625,3231.0,3600.0,1859105.0,,,,,,,,,,,,
2022-05-01,3090.607421875,3149.050048828125,3336.89990234375,2828.0,3220.89990234375,2457029.0,,,,,,,,,,,,
2022-06-01,2942.900390625,2998.550048828125,3180.0,2928.199951171875,3149.0,2161857.0,,,,,,,,,,,,
2022-07-01,3165.294921875,3225.14990234375,3325.0,2970.949951171875,2995.0,1723645.0,,,,,,,,,,,,
2022-08-01,2919.44384765625,2974.64990234375,3251.10009765625,2855.0,3240.0,4557881.0,,,,,,,,,,,,
2022-09-01,3220.517578125,3277.199951171875,3400.0,2949.60009765625,2974.64990234375,2766927.0,,,,,,,,,,,,
2022-10-01,3100.62744140625,3155.199951171875,3347.699951171875,3065.0,3294.39990234375,1191781.0,,,,,,,,,,,,
2022-11-01,3070.16357421875,3124.199951171875,3325.0,3025.0,3170.89990234375,1803959.0,,,,,,,,,,,,
2022-12-01,2952.73046875,3004.699951171875,3174.800048828125,2940.050048828125,3127.25,1737283.0,,,,,,,,,,,,
2023-01-01,2959.21630859375,3011.300048828125,3094.800048828125,2973.0,3005.0,1019443.0,,,,,,,,,,,,
2023-02-01,3120.085205078125,3175.0,3350.0,3011.300048828125,3020.5,2785256.0,,,,,,,,,,,,
2023-03-01,3362.777587890625,3396.10009765625,3414.35009765625,3042.300048828125,3175.0,1688017.0,,,,,,,,,,,,
2023-04-01,3475.4609375,3509.89990234375,3520.0,3300.85009765625,3410.0,3632014.0,,,,,,,,,,,,
2023-05-01,3326.6357421875,3359.60009765625,3625.0,3186.300048828125,3509.89990234375,4510496.0,,,,,,,,,,,,
2023-06-01,3478.382080078125,3512.85009765625,3517.5,3307.199951171875,3383.949951171875,3704281.0,,,,,,,,,,,,
2023-07-01,3939.710693359375,3978.75,4050.0,3442.0,3515.0,4026623.0,,,,,,,,,,,,
2023-08-01,3607.1064453125,3642.85009765625,4243.0,3635.0,3978.75,4119342.0,,,,,,,,,,,,
2023-09-01,3578.9853515625,3605.89990234375,3770.949951171875,3512.050048828125,3642.85009765625,3158187.0,,,,,,,,,,,,
2023-10-01,3694.070068359375,3721.85009765625,3735.0,3447.0,3605.89990234375,2615316.0,,,,,,,,,,,,
2023-11-01,4688.29296875,4723.5498046875,4795.5,3676.050048828125,3734.0,6637213.0,,,,,,,,,,,,
2023-12-01,5163.76806640625,5202.60009765625,5216.75,4589.25,4724.89990234375,6476081.0,,,,,,,,,,,,
2024-01-01,4958.7587890625,4996.0498046875,5315.5,4763.25,5209.9501953125,3703695.0,,,,,,,,,,,,
2024-02-01,5089.07958984375,5127.35009765625,5520.0,4659.0,5000.14990234375,8856372.0,,,,,,,,,,,,
2024-03-01,4937.6552734375,4942.0,5225.0,4650.0,5150.0,3206008.0,,,,,,,,,,,,
2024-04-01,4828.80078125,4833.0498046875,5095.0,4567.0498046875,4930.14990234375,3036443.0,,,,,,,,,,,,
2024-05-01,4806.22119140625,4810.4501953125,5578.7998046875,4739.5,4833.0498046875,6745872.0,,,,,,,,,,,,
2024-06-01,4986.9619140625,4991.35009765625,5259.0,4407.0498046875,4815.0,5471756.0,,,,,,,,,,,,
2024-07-01,5304.83203125,5309.5,5450.0,4872.0,4992.0,4402711.0,,,,,,,,,,,,
2024-08-01,6164.92529296875,6170.35009765625,6199.89990234375,5164.75,5353.0,7729258.0,,,,,,,,,,,,
2024-09-01,6052.7998046875,6052.7998046875,6439.89990234375,5966.0498046875,6174.9501953125,3811062.0,,,,,,,,,,,,
2024-10-01,5779.25,5779.25,6375.5498046875,5763.39990234375,6099.0,4009399.0,,,,,,,,,,,,
2024-11-01,5642.4501953125,5642.4501953125,5958.89990234375,5361.0498046875,5820.75,10770478.0,,,,,,,,,,,,
2024-12-01,5633.89990234375,5633.89990234375,5751.0,5341.5498046875,5658.0,2675010.0,,,,,,,,,,,,
2025-01-01,5151.4501953125,5151.4501953125,5673.89990234375,5066.2998046875,5673.89990234375,1261304.0,,,,,,,,,,,,
