Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'GODREJCP.NS')","('High', 'GODREJCP.NS')","('Low', 'GODREJCP.NS')","('Open', 'GODREJCP.NS')","('Volume', 'GODREJCP.NS')","('Date', '')","('Close', 'GODREJCP.NS')","('High', 'GODREJCP.NS')","('Low', 'GODREJCP.NS')","('Open', 'GODREJCP.NS')","('Volume', 'GODREJCP.NS')"
2023-07-01,1015.494873046875,1035.949951171875,1102.050048828125,1024.0,1078.1500244140625,21444994.0,,,,,,,,,,,,
2023-08-01,985.302978515625,1005.1500244140624,1048.0,999.0,1036.0,17875910.0,,,,,,,,,,,,
2023-09-01,972.0205078125,991.5999755859376,1047.1500244140625,971.5499877929688,1004.9000244140624,15620555.0,,,,,,,,,,,,
2023-10-01,972.2655639648438,991.8499755859376,1007.75,959.7999877929688,991.5999755859376,15231592.0,,,,,,,,,,,,
2023-11-01,988.292724609375,1008.2000122070312,1030.0,973.0999755859376,996.0,19993913.0,,,,,,,,,,,,
2023-12-01,1114.3507080078125,1131.199951171875,1138.800048828125,1008.0,1013.0,22903655.0,,,,,,,,,,,,
2024-01-01,1146.859130859375,1164.199951171875,1230.0,1075.5999755859375,1134.800048828125,37127629.0,,,,,,,,,,,,
2024-02-01,1238.9666748046875,1257.699951171875,1314.300048828125,1175.0,1212.050048828125,26842373.0,,,,,,,,,,,,
2024-03-01,1233.154541015625,1251.800048828125,1282.75,1176.550048828125,1260.800048828125,17306344.0,,,,,,,,,,,,
2024-04-01,1201.3355712890625,1219.5,1279.4000244140625,1140.050048828125,1252.0,19420914.0,,,,,,,,,,,,
2024-05-01,1251.4281005859375,1270.3499755859375,1372.949951171875,1217.5,1219.5,27232481.0,,,,,,,,,,,,
2024-06-01,1365.5604248046875,1375.8499755859375,1467.0999755859375,1251.699951171875,1295.949951171875,28877996.0,,,,,,,,,,,,
2024-07-01,1429.97509765625,1440.75,1525.0,1359.199951171875,1375.8499755859375,23454672.0,,,,,,,,,,,,
2024-08-01,1470.12255859375,1481.199951171875,1509.0,1358.1500244140625,1441.449951171875,22148461.0,,,,,,,,,,,,
2024-09-01,1388.041015625,1393.4000244140625,1541.8499755859375,1343.550048828125,1488.6500244140625,28892125.0,,,,,,,,,,,,
2024-10-01,1278.215087890625,1283.1500244140625,1415.5,1238.699951171875,1395.0,32716359.0,,,,,,,,,,,,
2024-11-01,1244.6500244140625,1244.6500244140625,1314.0,1162.25,1287.75,22960438.0,,,,,,,,,,,,
2024-12-01,1082.050048828125,1082.050048828125,1255.0,1055.050048828125,1225.0,40183981.0,,,,,,,,,,,,
2025-01-01,1153.0,1153.0,1198.449951171875,1070.550048828125,1086.0,27553977.0,,,,,,,,,,,,
