Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'INDUSINDBK.NS')","('High', 'INDUSINDBK.NS')","('Low', 'INDUSINDBK.NS')","('Open', 'INDUSINDBK.NS')","('Volume', 'INDUSINDBK.NS')","('Date', '')","('Close', 'INDUSINDBK.NS')","('High', 'INDUSINDBK.NS')","('Low', 'INDUSINDBK.NS')","('Open', 'INDUSINDBK.NS')","('Volume', 'INDUSINDBK.NS')"
2022-03-01,907.7738037109376,935.4000244140624,949.5,816.0,920.7000122070312,85025552.0,,,,,,,,,,,,
2022-04-01,949.6494750976562,978.5499877929688,1009.5,929.1500244140624,929.4500122070312,50140828.0,,,,,,,,,,,,
2022-05-01,903.358154296875,930.8499755859376,1029.0,856.0,972.0,70810030.0,,,,,,,,,,,,
2022-06-01,770.8895874023438,794.3499755859375,953.7999877929688,763.2000122070312,930.8499755859376,55748830.0,,,,,,,,,,,,
2022-07-01,1012.6812133789062,1043.5,1049.949951171875,783.0,793.0,96478817.0,,,,,,,,,,,,
2022-08-01,1074.742431640625,1107.449951171875,1119.75,1024.550048828125,1040.0,60480017.0,,,,,,,,,,,,
2022-09-01,1159.4666748046875,1185.199951171875,1275.800048828125,1086.0,1097.6500244140625,108061244.0,,,,,,,,,,,,
2022-10-01,1117.840576171875,1142.6500244140625,1234.949951171875,1121.800048828125,1178.0,85409041.0,,,,,,,,,,,,
2022-11-01,1142.444580078125,1167.800048828125,1205.449951171875,1117.0,1146.5,53348428.0,,,,,,,,,,,,
2022-12-01,1193.60888671875,1220.0999755859375,1273.550048828125,1141.0,1175.0,60632839.0,,,,,,,,,,,,
2023-01-01,1059.436767578125,1082.949951171875,1273.4000244140625,1055.0,1220.0999755859375,76676752.0,,,,,,,,,,,,
2023-02-01,1054.30078125,1077.699951171875,1170.0,990.0,1094.0,59310139.0,,,,,,,,,,,,
2023-03-01,1044.762451171875,1067.949951171875,1182.6500244140625,990.2000122070312,1077.050048828125,101209881.0,,,,,,,,,,,,
2023-04-01,1127.770263671875,1152.800048828125,1157.550048828125,1007.9500122070312,1073.0,57942344.0,,,,,,,,,,,,
2023-05-01,1258.6650390625,1286.5999755859375,1297.4000244140625,1065.3499755859375,1152.800048828125,77456708.0,,,,,,,,,,,,
2023-06-01,1344.8033447265625,1374.6500244140625,1382.25,1251.5,1280.0,68317192.0,,,,,,,,,,,,
2023-07-01,1402.1832275390625,1417.75,1446.0,1345.1500244140625,1379.949951171875,72232459.0,,,,,,,,,,,,
2023-08-01,1363.01806640625,1378.1500244140625,1435.0,1354.050048828125,1420.75,51337021.0,,,,,,,,,,,,
2023-09-01,1413.161376953125,1428.8499755859375,1475.6500244140625,1376.199951171875,1382.0,58121023.0,,,,,,,,,,,,
2023-10-01,1425.4747314453125,1441.300048828125,1471.800048828125,1386.199951171875,1428.8499755859375,64261839.0,,,,,,,,,,,,
2023-11-01,1450.0023193359375,1466.0999755859375,1538.5,1427.1500244140625,1443.9000244140625,106732789.0,,,,,,,,,,,,
2023-12-01,1581.3936767578125,1598.949951171875,1618.9000244140625,1458.1500244140625,1479.0,52389473.0,,,,,,,,,,,,
2024-01-01,1517.206298828125,1534.050048828125,1694.5,1428.050048828125,1598.949951171875,82358778.0,,,,,,,,,,,,
2024-02-01,1458.705810546875,1474.9000244140625,1564.8499755859375,1430.6500244140625,1537.75,64685516.0,,,,,,,,,,,,
2024-03-01,1535.9482421875,1553.0,1571.5,1422.699951171875,1480.0,72722709.0,,,,,,,,,,,,
2024-04-01,1499.0577392578125,1515.699951171875,1576.3499755859375,1443.300048828125,1553.0,67724262.0,,,,,,,,,,,,
2024-05-01,1445.799072265625,1461.8499755859375,1521.300048828125,1377.25,1515.699951171875,71479959.0,,,,,,,,,,,,
2024-06-01,1448.419921875,1464.5,1550.0,1363.550048828125,1514.949951171875,96931934.0,,,,,,,,,,,,
2024-07-01,1427.800048828125,1427.800048828125,1469.0,1359.050048828125,1468.949951171875,80536467.0,,,,,,,,,,,,
2024-08-01,1425.25,1425.25,1440.0,1329.199951171875,1432.0,88405926.0,,,,,,,,,,,,
2024-09-01,1447.5999755859375,1447.5999755859375,1498.0,1400.0999755859375,1425.25,66635185.0,,,,,,,,,,,,
2024-10-01,1055.5999755859375,1055.5999755859375,1450.300048828125,1018.0999755859376,1450.0,141709765.0,,,,,,,,,,,,
2024-11-01,995.8499755859376,995.8499755859376,1098.5999755859375,966.4000244140624,1061.449951171875,84254369.0,,,,,,,,,,,,
2024-12-01,960.1500244140624,960.1500244140624,1011.5,926.4500122070312,990.0499877929688,96510521.0,,,,,,,,,,,,
2025-01-01,970.9500122070312,970.9500122070312,1025.4000244140625,933.0499877929688,958.5999755859376,68988300.0,,,,,,,,,,,,
