Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'EXIDEIND.NS')","('High', 'EXIDEIND.NS')","('Low', 'EXIDEIND.NS')","('Open', 'EXIDEIND.NS')","('Volume', 'EXIDEIND.NS')","('Date', '')","('Close', 'EXIDEIND.NS')","('High', 'EXIDEIND.NS')","('Low', 'EXIDEIND.NS')","('Open', 'EXIDEIND.NS')","('Volume', 'EXIDEIND.NS')"
2021-04-01,173.8157501220703,177.9499969482422,189.1999969482422,170.5500030517578,185.25,60744750.0,,,,,,,,,,,,
2021-05-01,186.8556060791016,191.3000030517578,194.6499938964844,177.25,178.1999969482422,75065138.0,,,,,,,,,,,,
2021-06-01,178.11354064941406,182.3500061035156,199.0,181.5,192.1999969482422,49141617.0,,,,,,,,,,,,
2021-07-01,174.49948120117188,178.64999389648438,186.6999969482422,174.0,181.8000030517578,39983070.0,,,,,,,,,,,,
2021-08-01,157.40606689453125,161.14999389648438,180.4499969482422,156.75,180.3500061035156,72784342.0,,,,,,,,,,,,
2021-09-01,174.10879516601562,178.25,204.8999938964844,162.8000030517578,163.0,208640873.0,,,,,,,,,,,,
2021-10-01,168.88308715820312,172.89999389648438,191.8999938964844,170.1999969482422,177.8000030517578,71391072.0,,,,,,,,,,,,
2021-11-01,159.0177459716797,162.8000030517578,185.4499969482422,160.25,173.6999969482422,38923357.0,,,,,,,,,,,,
2021-12-01,164.4387969970703,168.35000610351562,170.3000030517578,152.60000610351562,164.8000030517578,50445330.0,,,,,,,,,,,,
2022-01-01,169.6156463623047,173.64999389648438,184.0500030517578,168.0500030517578,170.0,67039833.0,,,,,,,,,,,,
2022-02-01,145.58717346191406,149.0500030517578,178.64999389648438,140.5,173.5500030517578,54832051.0,,,,,,,,,,,,
2022-03-01,149.3346405029297,151.10000610351562,158.89999389648438,139.3000030517578,149.0500030517578,48463532.0,,,,,,,,,,,,
2022-04-01,151.41009521484375,153.1999969482422,162.8000030517578,151.1999969482422,151.5,36049615.0,,,,,,,,,,,,
2022-05-01,144.73895263671875,146.4499969482422,156.39999389648438,135.39999389648438,151.5,46434623.0,,,,,,,,,,,,
2022-06-01,136.1900177001953,137.8000030517578,150.5,130.25,146.5,29263236.0,,,,,,,,,,,,
2022-07-01,156.64817810058594,158.5,161.64999389648438,136.8000030517578,137.5,45170435.0,,,,,,,,,,,,
2022-08-01,158.6742401123047,160.5500030517578,165.5,152.89999389648438,160.8000030517578,45442607.0,,,,,,,,,,,,
2022-09-01,155.1162872314453,156.9499969482422,176.8000030517578,152.6999969482422,159.39999389648438,89418210.0,,,,,,,,,,,,
2022-10-01,163.8134765625,165.75,167.5,152.75,156.89999389648438,31899399.0,,,,,,,,,,,,
2022-11-01,186.64358520507807,188.8500061035156,190.3500061035156,163.75,166.0,109241132.0,,,,,,,,,,,,
2022-12-01,178.14405822753906,180.25,194.1999969482422,174.85000610351562,189.1499938964844,57319826.0,,,,,,,,,,,,
2023-01-01,178.737060546875,180.8500061035156,191.3500061035156,173.0,181.0,47230721.0,,,,,,,,,,,,
2023-02-01,173.3013153076172,175.35000610351562,188.8500061035156,171.60000610351562,181.8000030517578,43582974.0,,,,,,,,,,,,
2023-03-01,175.8709259033203,177.9499969482422,187.3999938964844,170.5,175.35000610351562,29275443.0,,,,,,,,,,,,
2023-04-01,193.56179809570312,195.8500061035156,196.3500061035156,178.0500030517578,178.89999389648438,36116538.0,,,,,,,,,,,,
2023-05-01,208.73245239257807,211.1999969482422,211.75,186.0,195.8500061035156,93096720.0,,,,,,,,,,,,
2023-06-01,233.9345245361328,236.6999969482422,238.6999969482422,203.8500061035156,211.6999969482422,85035499.0,,,,,,,,,,,,
2023-07-01,246.683822631836,249.6000061035156,257.45001220703125,236.1000061035156,238.5500030517578,71317179.0,,,,,,,,,,,,
2023-08-01,263.682861328125,266.79998779296875,273.0,250.0,250.8000030517578,73330914.0,,,,,,,,,,,,
2023-09-01,259.6357116699219,260.6000061035156,279.75,253.6000061035156,268.0,41833540.0,,,,,,,,,,,,
2023-10-01,254.4549560546875,255.3999938964844,274.0,241.6999969482422,260.6000061035156,40239756.0,,,,,,,,,,,,
2023-11-01,283.69635009765625,284.75,287.45001220703125,252.0,255.1000061035156,50803119.0,,,,,,,,,,,,
2023-12-01,316.67388916015625,317.8500061035156,324.25,278.5,285.8999938964844,70889340.0,,,,,,,,,,,,
2024-01-01,333.7106018066406,334.95001220703125,341.79998779296875,307.45001220703125,319.8500061035156,79250209.0,,,,,,,,,,,,
2024-02-01,319.11480712890625,320.29998779296875,354.0,316.04998779296875,337.5,51622988.0,,,,,,,,,,,,
2024-03-01,303.4230651855469,304.54998779296875,332.29998779296875,290.3500061035156,322.0,38142423.0,,,,,,,,,,,,
2024-04-01,470.6520080566406,472.3999938964844,481.7000122070313,305.0,305.0,444113389.0,,,,,,,,,,,,
2024-05-01,486.443359375,488.25,517.4000244140625,435.0,472.3999938964844,147839173.0,,,,,,,,,,,,
2024-06-01,562.4111938476562,564.5,620.3499755859375,429.2000122070313,512.7000122070312,180616249.0,,,,,,,,,,,,
2024-07-01,521.3636474609375,523.2999877929688,585.5,520.5,567.25,92787595.0,,,,,,,,,,,,
2024-08-01,492.8999938964844,492.8999938964844,528.3499755859375,479.7999877929688,525.9000244140625,65257330.0,,,,,,,,,,,,
2024-09-01,502.5499877929688,502.5499877929688,505.2999877929688,454.0499877929688,493.0,66740918.0,,,,,,,,,,,,
2024-10-01,455.4500122070313,455.4500122070313,534.4000244140625,444.6499938964844,507.5,114894778.0,,,,,,,,,,,,
2024-11-01,452.6000061035156,452.6000061035156,463.4500122070313,411.0,458.8500061035156,75205279.0,,,,,,,,,,,,
2024-12-01,416.5499877929688,416.5499877929688,472.5,408.5,456.7000122070313,57098223.0,,,,,,,,,,,,
2025-01-01,375.7000122070313,375.7000122070313,431.6000061035156,367.25,421.0,35116315.0,,,,,,,,,,,,
